	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_3038066	53.70827	0.2067669	53.2023	0.1992481	60.01755	0.1829574	56.03574	0.1691729	79.11398	0.2142857	95.32686	0.1716792	144.8687	0.2243108	176.7896	0.1253133	
ILMN_3112363	65.34147	0.06015038	64.81319	0.0689223	58.35913	0.216792	63.74956	0.08145364	91.13645	0.1378446	120.6044	0.06015038	139.0948	0.254386	168.8775	0.1528822	
ILMN_1253409	56.05931	0.1729323	57.5086	0.1328321	57.40989	0.2481203	51.86556	0.2656642	110.2435	0.05388471	113.8968	0.0726817	179.8597	0.1466165	187.7819	0.09022556	
ILMN_1242415	45.09425	0.6015037	37.07995	0.9849624	56.54618	0.2631579	43.21951	0.8458647	62.59602	0.4273183	61.19944	0.60401	94.38622	0.4486215	113.7356	0.6253133	
ILMN_3009501	119.2529	0	95.78321	0.003759399	102.7894	0.002506266	97.03667	0.001253133	59.00138	0.5388471	64.01505	0.5	91.6683	0.4724311	107.2357	0.697995	
ILMN_1245193	59.0164	0.1303258	53.56002	0.1879699	64.20963	0.1152882	60.73975	0.09649123	121.2359	0.03508772	100.7454	0.1428571	178.8483	0.1466165	174.0847	0.1328321	
ILMN_2613273	51.20912	0.283208	47.39378	0.3922306	53.59493	0.3696742	53.42188	0.226817	85.01011	0.1741855	94.44408	0.1754386	268.0396	0.04010025	179.178	0.1177945	
ILMN_2593787	91.5101	0.006265664	72.28947	0.03759398	77.91332	0.02631579	69.02673	0.04511278	148.6154	0.01378446	184.2983	0.007518797	249.4472	0.05513784	156.8275	0.2205514	
ILMN_3045874	45.83209	0.556391	45.00022	0.5325814	54.26312	0.3370927	47.04982	0.547619	51.87891	0.839599	57.28648	0.7506266	79.80915	0.6102757	118.6678	0.5626566	
ILMN_3121407	41.50111	0.8558897	47.6314	0.3834586	50.54171	0.5275689	49.40116	0.3759398	59.9284	0.5100251	83.69856	0.235589	133.3234	0.273183	132.6686	0.3859649	
ILMN_1227750	43.52718	0.7117795	44.83585	0.5350877	47.64841	0.7130326	41.77975	0.924812	54.41563	0.7393484	54.46964	0.8809524	89.27919	0.4937343	107.8511	0.6854637	
ILMN_1226055	135.2788	0	151.6391	0	121.794	0	124.8953	0	342.3269	0	477.7523	0	672.5469	0	635.3638	0	
ILMN_2651369	40.33588	0.8997494	42.10441	0.7456141	46.46943	0.7857143	43.50262	0.8320802	59.12841	0.5363408	61.4491	0.5964912	75.5206	0.6817043	112.1527	0.6378446	
ILMN_2669487	43.64076	0.7042606	40.14917	0.8671679	51.06797	0.5025063	45.02151	0.7368421	49.98586	0.9122807	56.72191	0.7857143	68.21968	0.8032581	81.51343	0.9736842	
ILMN_2940227	49.49752	0.3446115	47.84061	0.3709273	53.60988	0.3696742	48.97681	0.4022556	59.89336	0.5125313	70.33719	0.3521303	98.25932	0.4197995	115.1004	0.6115288	
ILMN_1226370	50.4884	0.3070175	44.86164	0.5350877	53.94396	0.3546366	55.19151	0.1892231	75.07275	0.2518797	96.74014	0.1616541	174.8964	0.1553885	145.806	0.2781955	
ILMN_2625370	48.92945	0.3659148	39.99397	0.8796992	41.37238	0.9674186	44.70313	0.7606516	64.4098	0.3834586	62.0718	0.5726817	113.0362	0.3370927	107.3198	0.6967419	
ILMN_1249949	56.89355	0.1566416	58.5527	0.1253133	65.87041	0.09273183	62.99063	0.08521304	87.77102	0.1616541	97.56139	0.160401	162.6294	0.1829574	150.6823	0.2531328	
ILMN_2982781	81.82758	0.01253133	76.88138	0.02380952	91.54108	0.01002506	77.04826	0.01253133	129.0507	0.02756892	133.1457	0.04010025	190.5023	0.1253133	145.4345	0.283208	
ILMN_1232263	51.24552	0.283208	50.27433	0.2706767	57.74361	0.2343358	49.54094	0.3659148	62.73599	0.4260652	72.52078	0.3283208	106.796	0.3671679	105.3702	0.7230576	
ILMN_3125634	46.66106	0.5075188	51.32197	0.2343358	44.97551	0.8784461	47.1606	0.5426065	57.24551	0.6102757	56.94329	0.7706767	80.30212	0.6027569	119.1116	0.5551379	
ILMN_1258376	387.2437	0	315.0096	0	305.2736	0	313.7899	0	488.0833	0	530.2543	0	679.9716	0	448.1246	0	
ILMN_3049650	114.9082	0	102.4428	0.001253133	91.96793	0.01002506	110.6867	0	214.8094	0	195.9177	0.006265664	228.4839	0.07894737	236.1692	0.01253133	
ILMN_1225334	39.09114	0.9398496	41.4571	0.783208	39.30922	0.9899749	41.44115	0.9323308	50.93127	0.8834587	57.79627	0.7280702	63.55262	0.8822055	81.09832	0.9749373	
ILMN_1218268	41.0754	0.8684211	46.71901	0.4348371	48.7138	0.650376	42.14882	0.9085213	56.35379	0.650376	56.51185	0.7932331	59.38695	0.9598997	90.37525	0.9210526	
ILMN_2922808	65.26517	0.06015038	62.06763	0.09022556	66.90307	0.08521304	65.41374	0.06766918	70.80878	0.2894737	88.40672	0.2042606	102.1929	0.3909774	152.5114	0.2418546	
ILMN_1256814	54.27875	0.197995	51.48111	0.2318296	55.71639	0.2869674	61.36739	0.0952381	58.6568	0.5576441	72.32021	0.3295739	77.6828	0.6453634	116.1036	0.5952381	
ILMN_1214965	73.3502	0.03634085	57.56274	0.1328321	68.86762	0.07142857	56.34658	0.1654135	143.0275	0.01503759	121.1784	0.05889724	185.52	0.1365915	152.9021	0.2368421	
ILMN_2733544	42.94067	0.7656642	46.06168	0.4736842	60.80093	0.1654135	56.87696	0.1578947	75.03577	0.2518797	77.10918	0.2857143	135.1905	0.2681704	147.2229	0.2719298	
ILMN_1259717	42.01675	0.8245614	43.22152	0.6466165	55.03225	0.3107769	44.21416	0.7969925	50.34098	0.9035088	47.05775	0.991228	60.906	0.9260651	91.82463	0.9072682	
ILMN_3101339	62.59546	0.08646616	64.45276	0.07017544	59.51546	0.1879699	67.15611	0.05388471	71.63906	0.2807018	83.6821	0.235589	104.838	0.3734336	132.5579	0.3884712	
ILMN_3028187	59.46502	0.1253133	56.26757	0.1503759	68.49928	0.07518797	62.15216	0.09273183	64.48477	0.3809524	71.84482	0.3308271	73.8984	0.7017544	122.9901	0.4849624	
ILMN_2664556	98.37681	0.003759399	91.82948	0.006265664	100.2173	0.003759399	88.56403	0.003759399	148.875	0.01378446	280.3477	0	415.7287	0.003759399	268.1968	0.003759399	
ILMN_1223088	43.58592	0.7055138	48.1355	0.3546366	52.95095	0.39599	48.346	0.4461153	54.65615	0.7255639	61.40599	0.5977443	62.87024	0.8947368	94.02336	0.8847118	
ILMN_2595430	47.14838	0.4749373	50.32949	0.2681704	52.61737	0.4122807	53.3021	0.2293233	59.6202	0.5200501	69.21334	0.3746867	66.67164	0.8270677	110.7934	0.650376	
ILMN_2612915	55.23375	0.1842105	50.03142	0.2781955	58.66701	0.2130326	55.94366	0.1704261	70.76746	0.2894737	85.49865	0.2230576	117.7067	0.3170426	134.626	0.3696742	
ILMN_2765032	65.69802	0.05764411	62.28842	0.08897243	67.19691	0.08145364	59.48425	0.1190476	101.7123	0.07393484	104.3487	0.1190476	247.8784	0.05639098	200.5259	0.05764411	
ILMN_1237984	62.82483	0.0839599	65.0617	0.06641604	68.37948	0.07769424	64.01719	0.07894737	95.64182	0.0989975	103.6706	0.122807	169.6633	0.1704261	181.3086	0.1115288	
ILMN_3162662	43.44084	0.7205514	45.393	0.508772	47.61517	0.716792	40.55776	0.9536341	55.97845	0.6716792	61.17444	0.60401	77.14445	0.6541353	105.0065	0.7305765	
ILMN_3162639	46.91601	0.4962406	45.13747	0.5213032	45.67924	0.8283208	48.60885	0.424812	49.98025	0.9122807	55.9885	0.8245614	65.45203	0.8508772	100.0951	0.8120301	
ILMN_3140473	41.60382	0.8521304	42.08686	0.7456141	45.22964	0.8596491	45.15858	0.7205514	51.10551	0.877193	44.56491	0.9987469	70.10111	0.7756892	93.0819	0.8897243	
ILMN_3045269	75.90828	0.03132832	68.81046	0.04761905	69.48966	0.0651629	67.16721	0.05388471	122.3405	0.03383459	131.2832	0.04385965	223.6973	0.08145364	229.5933	0.01378446	
ILMN_2622771	74.31603	0.03634085	70.33859	0.04010025	82.95477	0.02130326	78.7547	0.0112782	96.31586	0.0952381	137.3842	0.03258145	172.9588	0.1616541	158.3778	0.2092732	
ILMN_3105727	41.37009	0.8621554	38.2865	0.9473684	51.19976	0.4912281	42.96947	0.8621554	48.58361	0.9548872	55.65866	0.8370928	66.90059	0.8245614	89.08684	0.933584	
ILMN_2798606	51.69975	0.2706767	54.55462	0.1729323	49.60007	0.5889724	51.60064	0.273183	79.55076	0.2092732	94.10336	0.1766917	123.0607	0.2957394	153.0178	0.2343358	
ILMN_3163138	50.85356	0.2969925	44.91805	0.5338346	49.58581	0.5902256	53.42642	0.226817	74.11063	0.2619048	62.55028	0.547619	80.37845	0.6027569	152.1454	0.2443609	
ILMN_1214094	63.38153	0.0802005	65.852	0.06265664	67.07768	0.0839599	63.34668	0.08270676	92.23146	0.1290727	102.5159	0.131579	122.1076	0.2994987	131.867	0.3947369	
ILMN_2715619	57.09249	0.1541353	64.75478	0.0689223	68.73592	0.07393484	67.89192	0.04887218	112.2757	0.04636591	106.7164	0.10401	291.7094	0.02756892	196.9787	0.05889724	
ILMN_2757688	57.99565	0.1378446	59.48372	0.1190476	57.83132	0.2293233	56.65343	0.1616541	107.3788	0.06015038	106.0832	0.1115288	193.2092	0.1240602	251.0553	0.007518797	
ILMN_2646018	45.19269	0.5952381	47.36402	0.3934837	52.581	0.4122807	52.95544	0.2318296	54.98565	0.7142857	63.46188	0.5162907	58.45187	0.9674186	101.262	0.7982456	
ILMN_2923717	47.17357	0.4749373	44.96126	0.5338346	51.54131	0.4774436	49.61005	0.3621554	64.90105	0.3734336	71.28208	0.3358396	117.1559	0.3170426	113.2	0.6315789	
ILMN_2946288	51.55314	0.2756892	47.612	0.3847118	49.32782	0.6002506	53.03332	0.2318296	85.4484	0.1704261	80.35769	0.2619048	130.7408	0.2769423	168.6158	0.1553885	
ILMN_2796420	45.01112	0.6090226	44.26563	0.575188	50.51327	0.5288221	46.01198	0.6578947	53.1086	0.7907268	55.74408	0.8345864	71.23825	0.7593985	111.8861	0.641604	
ILMN_1253791	45.52262	0.5701754	44.44822	0.5614035	52.95809	0.39599	51.69397	0.2681704	58.65446	0.5588973	71.50239	0.3308271	70.07155	0.7756892	97.59866	0.8421053	
ILMN_1259515	39.34013	0.9373434	41.93309	0.7543859	47.80147	0.7017544	45.51638	0.7017544	59.42343	0.5263158	51.53657	0.9548872	57.43513	0.9736842	77.55605	0.9887218	
ILMN_2596117	3130.934	0	2892.059	0	2440.327	0	2467.784	0	6356.606	0	5216.926	0	6939.081	0	5035.011	0	
ILMN_2720611	42.87408	0.7681704	51.5769	0.2305764	50.22147	0.5451128	53.19233	0.2305764	57.60405	0.5977443	72.58587	0.3270677	78.74122	0.6265664	115.5858	0.6002506	
ILMN_2736783	823.7969	0	634.4584	0	741.3239	0	668.1519	0	1159.289	0	1450.588	0	1732.656	0	1335.682	0	
ILMN_1220300	42.40533	0.8007519	40.51086	0.8421053	49.65294	0.585213	47.57944	0.5062656	58.38176	0.5701754	57.73854	0.7305765	74.56818	0.6929824	125.7138	0.452381	
ILMN_2759619	62.8918	0.0839599	69.60309	0.04260652	72.91301	0.04636591	69.93609	0.04260652	104.1157	0.0689223	128.6256	0.05137845	144.5221	0.2243108	148.9157	0.2606516	
ILMN_2945560	82.67566	0.01253133	86.85465	0.007518797	102.3917	0.003759399	94.72192	0.001253133	191.131	0	276.9	0	452.6131	0	331.5362	0.001253133	
ILMN_2705004	41.2492	0.8646616	45.85659	0.481203	46.84222	0.7619048	47.6298	0.5	96.53588	0.0952381	103.078	0.1265664	204.3242	0.112782	123.1483	0.4849624	
ILMN_2945565	41.16105	0.8671679	44.94824	0.5338346	42.53648	0.952381	41.95111	0.9185464	57.37078	0.60401	51.38926	0.9548872	63.75829	0.877193	136.706	0.3546366	
ILMN_3095279	57.0763	0.1553885	70.53834	0.04010025	67.32545	0.08145364	62.36505	0.0877193	129.9589	0.02255639	130.8633	0.04385965	298.3009	0.02380952	193.4274	0.07017544	
ILMN_3022911	49.61654	0.3408521	45.66385	0.4962406	61.37869	0.1591479	52.10722	0.2581454	80.72833	0.2005012	70.15897	0.3558897	97.53197	0.424812	152.0797	0.2443609	
ILMN_2655869	264.8381	0	168.1983	0	173.0778	0	140.4624	0	233.6426	0	206.2527	0.005012531	316.5457	0.01879699	220.4301	0.02255639	
ILMN_1258642	54.70743	0.1854637	48.99032	0.3032582	48.76822	0.641604	49.47878	0.3709273	68.62189	0.3082707	79.00486	0.2656642	213.3268	0.0914787	153.5512	0.2343358	
ILMN_2666893	45.83843	0.556391	45.25602	0.5125313	50.55021	0.5275689	47.62987	0.5	74.19385	0.2619048	87.73626	0.20802	94.85239	0.443609	167.8519	0.1578947	
ILMN_2639552	45.72702	0.5639098	46.11486	0.4711779	44.77992	0.8859649	43.0662	0.8558897	62.25137	0.4335839	62.632	0.5413534	69.40647	0.7894737	92.57331	0.8972431	
ILMN_1226528	625.2744	0	669.7054	0	891.8833	0	869.2742	0	1925.147	0	2414.983	0	3437.028	0	2103.019	0	
ILMN_2740646	928.4199	0	809.6153	0	583.4197	0	581.499	0	1019.494	0	900.3055	0	1263.232	0	867.8282	0	
ILMN_2589838	653.4161	0	677.9506	0	745.7969	0	642.8431	0	1715.001	0	1654.61	0	2504.174	0	1518.257	0	
ILMN_1224318	258.1823	0	225.4295	0	264.3522	0	254.7053	0	569.52	0	628.7228	0	975.2046	0	597.4701	0	
ILMN_2710665	47.26916	0.4674186	47.90827	0.3696742	46.13165	0.8032581	53.54023	0.2255639	58.49471	0.566416	61.83001	0.5802005	84.36408	0.5488722	119.6348	0.5463659	
ILMN_2831579	2729.345	0	2523.521	0	1855.042	0	2217.736	0	2842.929	0	3341.986	0	4044.311	0	3296.559	0	
ILMN_1239815	1435.444	0	1136.234	0	769.2615	0	875.5944	0	1225.757	0	1222.038	0	1484.452	0	1262.092	0	
ILMN_2974117	697.2894	0	633.0715	0	542.9528	0	620.0979	0	1440.948	0	1416.092	0	1933.197	0	1424.854	0	
ILMN_1247335	119.2799	0	110.0636	0.001253133	99.1078	0.005012531	110.6231	0	378.3549	0	349.3576	0	600.8092	0	424.4802	0	
ILMN_2693509	51.52827	0.2769423	50.58105	0.2581454	61.69589	0.1528822	58.21823	0.1390978	102.3904	0.07017544	85.73794	0.2218045	205.6238	0.1065163	212.9735	0.03258145	
ILMN_1224865	42.49884	0.7894737	48.62799	0.3258145	45.55832	0.8421053	43.82808	0.8132832	50.84816	0.8909774	65.97005	0.4448622	61.15562	0.924812	96.369	0.8546366	
ILMN_1251465	273.4706	0	258.4801	0	232.9793	0	231.5918	0	526.9155	0	429.0284	0	544.1753	0	450.2057	0	
ILMN_2601147	441.2291	0	393.33	0	358.3676	0	366.5167	0	822.9529	0	1134.386	0	1545.263	0	941.0011	0	
ILMN_1249999	1391.367	0	1118.484	0	1129.534	0	973.6332	0	1909.761	0	2348.036	0	2965.174	0	2021.016	0	
ILMN_2744074	41.07141	0.8684211	43.22356	0.6466165	43.39747	0.933584	44.29878	0.79198	55.11001	0.7117795	50.0563	0.9761904	77.09403	0.6541353	109.1023	0.6729323	
ILMN_2776458	59.47163	0.1253133	60.29607	0.112782	58.07673	0.2255639	63.66824	0.08145364	225.1655	0	276.1849	0	376.8568	0.005012531	268.8015	0.003759399	
ILMN_2607926	1285.332	0	1318.75	0	948.634	0	1051.967	0	2438.362	0	2298.031	0	2893.006	0	2063.531	0	
ILMN_2675697	3017.262	0	2489.315	0	2493.737	0	2688.977	0	4969.697	0	4768.913	0	6743.005	0	4343.878	0	
ILMN_2665788	77.49523	0.02255639	84.2262	0.01253133	92.03072	0.01002506	80.0724	0.01002506	106.5651	0.06140351	120.0549	0.06015038	172.8951	0.1616541	154.8742	0.2305764	
ILMN_2993267	567.2752	0	586.5402	0	636.2853	0	573.9946	0	1256.595	0	1483.678	0	2070.573	0	1491.395	0	
ILMN_1258406	1120.391	0	1064.963	0	991.3917	0	1081.241	0	1528.488	0	1611.143	0	2621.396	0	1613.245	0	
ILMN_2621346	192.8048	0	221.0398	0	184.898	0	151.6046	0	436.1065	0	536.2681	0	428.7041	0.001253133	499.7466	0	
ILMN_2707771	510.2044	0	595.8134	0	461.6407	0	453.3223	0	820.3403	0	1168.831	0	785.1476	0	990.351	0	
ILMN_2860915	46.76894	0.5012531	40.72808	0.8283208	41.3957	0.9674186	46.16521	0.6328321	58.56008	0.5626566	68.53589	0.3934837	123.5035	0.2957394	173.4346	0.1340852	
ILMN_2668996	43.2989	0.735589	46.50995	0.4511278	58.30625	0.2205514	42.83923	0.8659148	50.58049	0.89599	53.69767	0.9110276	55.35965	0.9799499	96.82215	0.849624	
ILMN_2602169	46.94646	0.4924812	54.14116	0.1804511	50.23903	0.5426065	50.79089	0.2994987	59.34002	0.5288221	67.12883	0.4160401	87.26445	0.5100251	115.7667	0.5989975	
ILMN_2835807	55.42223	0.1829574	47.75885	0.377193	58.89791	0.2030075	55.17399	0.1892231	59.37202	0.5288221	79.13538	0.2656642	84.59875	0.5438597	110.4667	0.6541353	
ILMN_1256052	1330.375	0	1012.451	0	878.2275	0	785.8473	0	1346.935	0	995.9808	0	1186.492	0	852.8665	0	
ILMN_2725789	564.1928	0	411.5546	0	359.4467	0	355.3268	0	718.9734	0	567.3582	0	721.4393	0	511.4415	0	
ILMN_2647179	72.56967	0.03634085	67.30525	0.05388471	88.64799	0.01002506	67.18616	0.05388471	108.7928	0.05639098	115.2898	0.07142857	177.2338	0.1491228	172.2282	0.1378446	
ILMN_2590488	101.1335	0	73.67708	0.03258145	70.33191	0.05889724	76.83955	0.01503759	119.1321	0.03634085	123.9535	0.05639098	257.3002	0.04636591	164.4942	0.1741855	
ILMN_2725617	115.9852	0	124.6155	0	119.8236	0	94.89404	0.001253133	170.4788	0.002506266	196.4847	0.006265664	221.5352	0.08145364	204.947	0.05012531	
ILMN_2698564	194.7691	0	182.3108	0	216.492	0	166.3168	0	491.5008	0	644.0493	0	860.5184	0	555.201	0	
ILMN_3003567	476.113	0	381.2377	0	398.7473	0	346.6084	0	617.1572	0	1222.576	0	1270.514	0	1165.719	0	
ILMN_2866970	395.4172	0	191.7443	0	292.6986	0	184.26	0	247.9714	0	156.9924	0.01378446	219.0019	0.0839599	218.914	0.02380952	
ILMN_2730865	50.34837	0.3095238	51.55957	0.2305764	48.33786	0.6704261	47.20331	0.537594	68.17722	0.3157895	70.69482	0.3471178	116.7356	0.3195489	145.3947	0.283208	
ILMN_2641876	137.4498	0	113.7676	0	97.06215	0.006265664	94.96898	0.001253133	208.5432	0	259.9185	0	386.0769	0.005012531	276.7531	0.003759399	
ILMN_3104989	57.02121	0.1566416	51.56815	0.2305764	55.69562	0.2882206	57.65656	0.1491228	55.07033	0.7130326	61.17662	0.60401	70.9281	0.7606516	123.7492	0.4724311	
ILMN_2463259	52.57324	0.235589	47.57777	0.3847118	57.11172	0.2531328	53.32179	0.2293233	68.17116	0.3157895	75.10607	0.302005	156.4522	0.197995	178.5002	0.1203008	
ILMN_1242973	40.69928	0.8834587	39.84264	0.8897243	48.21057	0.6741855	43.35645	0.8358396	57.6157	0.5977443	59.38094	0.660401	85.85787	0.5263158	126.5254	0.4423559	
ILMN_2900557	488.1575	0	274.141	0	379.4862	0	296.72	0	502.4733	0	355.2929	0	612.6848	0	405.0405	0	
ILMN_1237163	58.71983	0.1340852	44.79528	0.537594	53.15361	0.3884712	49.35857	0.3809524	73.3504	0.2669173	98.14866	0.1566416	87.77302	0.5062656	122.1349	0.4937343	
ILMN_2704842	52.00039	0.2593985	52.98682	0.2005012	57.54028	0.2406015	52.81405	0.2343358	58.4516	0.566416	66.43294	0.4373434	89.22162	0.4949875	109.0995	0.6729323	
ILMN_1237897	48.36559	0.3997494	39.41928	0.9035088	48.21119	0.6741855	47.96615	0.4736842	58.00075	0.5802005	72.17268	0.3308271	136.1921	0.2631579	140.4247	0.3220551	
ILMN_2911781	98.1682	0.003759399	62.79602	0.0839599	95.99063	0.006265664	83.91043	0.00877193	208.5614	0	126.157	0.05388471	248.1113	0.05639098	182.1779	0.1115288	
ILMN_1212799	43.75365	0.6904762	42.24825	0.7343358	49.83852	0.5714286	45.42139	0.7067669	49.41267	0.933584	54.12403	0.8909774	59.31678	0.9598997	106.1999	0.7142857	
ILMN_2965896	115.8765	0	94.4817	0.003759399	90.3045	0.01002506	102.5089	0.001253133	500.0928	0	500.8741	0	685.2681	0	537.8522	0	
ILMN_3108623	82.45512	0.01253133	73.8238	0.03132832	82.9915	0.02130326	67.49898	0.05263158	132.6354	0.02005013	129.9749	0.04636591	96.96369	0.4285714	144.2383	0.2882206	
ILMN_1239729	581.3659	0	508.7655	0	461.8605	0	613.9355	0	1971.59	0	2015.495	0	2779.619	0	2073.713	0	
ILMN_3034877	1332.897	0	933.1647	0	818.551	0	780.6424	0	1682.688	0	1758.982	0	2334.74	0	1636.505	0	
ILMN_2654314	72.03664	0.03634085	65.77343	0.06265664	65.66332	0.0952381	58.70868	0.131579	128.618	0.02756892	109.6617	0.09022556	133.1052	0.2744361	160.5446	0.197995	
ILMN_2647921	80.84647	0.01503759	86.87329	0.007518797	76.71213	0.03132832	84.24487	0.007518797	260.6748	0	239.728	0	253.1315	0.04761905	222.6597	0.01754386	
ILMN_2670778	1218.547	0	1080.574	0	915.1828	0	904.6142	0	2152.594	0	2394.149	0	3688.89	0	2216.943	0	
ILMN_1226888	49.85447	0.3320802	50.12856	0.2744361	58.41704	0.2142857	56.22104	0.1666667	69.68722	0.3007519	71.30932	0.3358396	110.8362	0.3446115	110.9904	0.6491228	
ILMN_2718716	157.2736	0	190.7013	0	143.319	0	150.3007	0	282.7611	0	401.6518	0	507.8657	0	394.1436	0	
ILMN_1254763	64.234	0.0726817	64.88982	0.0689223	76.24921	0.03383459	64.52098	0.0764411	124.3249	0.02882206	138.1605	0.03258145	218.6635	0.0839599	249.5563	0.007518797	
ILMN_1244605	43.54612	0.7092732	47.79243	0.3746867	47.22786	0.735589	51.16667	0.2819549	69.48592	0.3032582	69.86072	0.3646617	120.2248	0.3082707	126.1684	0.4461153	
ILMN_2762326	1571.402	0	1093.612	0	1529.384	0	1144.614	0	1555.155	0	1060.978	0	1544.952	0	847.3333	0	
ILMN_2923463	981.4305	0	470.9641	0	607.5763	0	417.2395	0	600.9862	0	355.7093	0	382.6115	0.005012531	320.4283	0.001253133	
ILMN_2936496	64.64117	0.06766918	57.51758	0.1328321	62.87002	0.1328321	54.28746	0.20802	68.1551	0.3157895	63.89652	0.5037594	96.32626	0.4323308	102.3736	0.7719298	
ILMN_2835384	311.7886	0	236.4393	0	229.2668	0	243.3582	0	409.3952	0	336.0003	0	687.7628	0	304.1329	0.002506266	
ILMN_2742145	85.18786	0.01002506	79.66942	0.02005013	80.02154	0.02506266	71.45832	0.03508772	146.5077	0.01378446	179.8969	0.01002506	283.0496	0.03132832	248.0677	0.007518797	
ILMN_1229095	56.674	0.160401	61.45899	0.0952381	65.67931	0.0952381	64.61634	0.0764411	132.1447	0.02005013	132.4325	0.04135338	268.6729	0.03884712	207.7873	0.04385965	
ILMN_2761635	43.81062	0.6854637	43.23981	0.6453634	50.10706	0.5526316	43.57418	0.8308271	71.98706	0.2769423	71.64232	0.3308271	78.02015	0.6378446	118.7822	0.5601504	
ILMN_2764587	47.46487	0.4511278	48.24897	0.3471178	46.25779	0.7944862	49.58691	0.3646617	57.89457	0.5864662	76.74384	0.2882206	74.68588	0.6892231	110.9398	0.6491228	
ILMN_2781689	755.2054	0	627.9645	0	527.4228	0	610.4341	0	1467.093	0	1298.439	0	1320.046	0	1294.369	0	
ILMN_2729487	49.95628	0.3258145	51.62387	0.2293233	50.57487	0.5263158	50.38092	0.3220551	64.87544	0.3746867	67.57307	0.4085213	97.29428	0.4260652	120.1355	0.5325814	
ILMN_1218967	801.6326	0	487.9997	0	582.7664	0	467.2157	0	805.5569	0	388.8254	0	541.6097	0	332.5871	0.001253133	
ILMN_2621148	391.2799	0	337.8396	0	267.4422	0	258.3912	0	520.6241	0	698.9593	0	800.4173	0	664.5125	0	
ILMN_2765513	779.1898	0	654.0919	0	708.566	0	621.4418	0	878.9833	0	1586.25	0	899.53	0	1340.317	0	
ILMN_2911102	99.78545	0.002506266	97.18069	0.003759399	80.98448	0.02506266	91.36758	0.003759399	205.7304	0	220.6474	0	273.1951	0.03508772	297.4834	0.002506266	
ILMN_2590729	243.6648	0	218.7685	0	186.9512	0	224.2656	0	331.6849	0	467.3849	0	635.3882	0	493.1898	0	
ILMN_2593410	989.931	0	1033.609	0	1027.758	0	1061.997	0	1649.181	0	2270.584	0	3324.012	0	2329.878	0	
ILMN_2747641	197.7673	0	110.034	0.001253133	141.9155	0	113.0358	0	182.9318	0	105.0774	0.1140351	179.3464	0.1466165	159.8421	0.2017544	
ILMN_1232030	193.4037	0	112.3522	0	126.5995	0	116.6674	0	210.0044	0	131.3004	0.04385965	227.861	0.07894737	207.3231	0.04385965	
ILMN_1220039	559.6321	0	285.1197	0	393.639	0	279.4268	0	551.9719	0	324.7819	0	504.0847	0	349.4156	0	
ILMN_2645752	49.02618	0.358396	45.37915	0.5100251	49.16645	0.6165413	45.44494	0.7067669	61.14795	0.4661654	54.51664	0.8784461	70.78473	0.7656642	89.96616	0.924812	
ILMN_3143833	46.634	0.5075188	48.36625	0.3383459	49.33821	0.5977443	40.95625	0.9473684	49.82047	0.9172933	57.80179	0.7280702	70.49393	0.7694235	96.63026	0.8508772	
ILMN_3065852	42.25583	0.8095238	44.10554	0.5839599	47.33159	0.7293233	46.75789	0.5764411	75.60844	0.2443609	88.89603	0.2030075	170.6602	0.1654135	136.9768	0.3496241	
ILMN_2660650	90.448	0.006265664	80.95924	0.01503759	82.71133	0.02380952	77.03667	0.01253133	102.7345	0.07017544	138.7807	0.03007519	212.9761	0.0914787	196.8879	0.06015038	
ILMN_2768396	46.76775	0.5012531	37.18932	0.9837093	45.59171	0.8370928	46.34453	0.6165413	62.01459	0.4423559	60.25976	0.6353384	102.5914	0.3884712	115.7032	0.6002506	
ILMN_1216662	239.0479	0	175.9993	0	169.4501	0	157.5121	0	406.4467	0	565.835	0	1116.008	0	592.4557	0	
ILMN_1238715	57.48692	0.1478697	62.97856	0.08145364	67.39484	0.08145364	62.51882	0.0877193	77.24152	0.2343358	97.74786	0.1578947	108.8236	0.3533835	147.7461	0.2694235	
ILMN_2654532	401.4638	0	390.6683	0	451.1122	0	337.9965	0	1105.212	0	1393.034	0	2199.401	0	1329.61	0	
ILMN_1222022	179.1952	0	128.3601	0	132.3333	0	126.8591	0	297.062	0	456.1948	0	569.3911	0	365.6067	0	
ILMN_2954858	1290.418	0	954.0128	0	898.1284	0	862.9469	0	2587.833	0	3004.801	0	4544.389	0	2816.14	0	
ILMN_2695158	116.88	0	109.1591	0.001253133	107.67	0.002506266	97.32648	0.001253133	157.2861	0.007518797	293.4886	0	371.0893	0.005012531	283.6828	0.002506266	
ILMN_2613504	42.2883	0.8082707	44.5932	0.5488722	46.52501	0.7807018	39.34931	0.9849624	68.98924	0.3045113	63.06742	0.5313283	104.7938	0.3734336	154.4212	0.2330827	
ILMN_1229531	82.02531	0.01253133	72.84114	0.03634085	72.62042	0.04761905	77.86883	0.01253133	202.6306	0	204.5606	0.005012531	276.8094	0.03383459	233.8931	0.01378446	
