	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_1232589	190.9589	0	180.2765	0	133.1895	0	167.0502	0	262.6299	0	338.7156	0	401.5693	0.005012531	338.3991	0.001253133	
ILMN_2761691	38.40987	0.9686717	37.42297	0.9749373	43.7994	0.9223058	32.76852	1	49.96071	0.9122807	58.56035	0.6867168	68.46655	0.8032581	100.4526	0.8057644	
ILMN_1223916	43.40935	0.7230576	44.62279	0.5463659	46.88057	0.7556391	46.84328	0.566416	57.98539	0.5814536	67.04552	0.4172932	58.47097	0.9661654	107.8973	0.6842105	
ILMN_2621422	54.85548	0.1854637	55.28239	0.1641604	54.11812	0.3446115	61.91213	0.09273183	80.49842	0.2017544	78.85332	0.2656642	137.5681	0.2606516	142.588	0.3032582	
ILMN_2629246	56.77112	0.1578947	59.58246	0.1165414	68.4426	0.0764411	62.36145	0.0877193	75.61036	0.2443609	87.93558	0.20802	178.7295	0.1466165	128.8004	0.4223058	
ILMN_2599008	59.16259	0.1265664	43.90135	0.6077694	50.93876	0.5112782	49.70834	0.3533835	88.88634	0.1516291	59.72711	0.6553885	76.40292	0.6666667	115.2317	0.6102757	
ILMN_2735829	43.8328	0.6854637	36.89181	0.9862155	50.46582	0.5313283	44.80563	0.7556391	60.17121	0.4974937	60.63278	0.6240602	82.4247	0.5676692	93.34088	0.8884712	
ILMN_2711356	48.1878	0.406015	49.49773	0.2919799	52.48793	0.4135338	57.16006	0.1541353	62.26616	0.4323308	61.00422	0.6077694	92.21942	0.4661654	106.1593	0.716792	
ILMN_2676022	45.59283	0.566416	38.57659	0.9348371	47.46651	0.7230576	48.05412	0.4736842	56.64983	0.6378446	58.71786	0.6842105	66.15543	0.8408521	100.5789	0.8032581	
ILMN_2751988	104.4379	0	121.4447	0	132.7917	0	117.2296	0	275.8097	0	232.48	0	242.8803	0.06390978	291.9059	0.002506266	
ILMN_2930843	50.75167	0.302005	47.78004	0.3746867	49.19074	0.6152882	42.9725	0.8621554	51.01736	0.8809524	54.32529	0.8859649	64.50338	0.8659148	96.80047	0.849624	
ILMN_1253148	45.57894	0.5689223	44.2098	0.5789474	47.93678	0.6917293	48.85204	0.4097744	62.90544	0.4210526	61.68196	0.585213	72.06795	0.7368421	114.539	0.6165413	
ILMN_2606921	44.88399	0.6152882	47.0401	0.4210526	43.13156	0.9398496	44.66473	0.7619048	56.05656	0.6654136	67.32561	0.4135338	79.91524	0.6077694	132.8299	0.3859649	
ILMN_2671411	663.1265	0	490.5469	0	458.0871	0	477.9206	0	1262.896	0	989.1902	0	1442.949	0	1020.465	0	
ILMN_2605756	426.6296	0	308.5673	0	273.6969	0	258.0802	0	883.4374	0	730.5519	0	1019.628	0	716.6617	0	
ILMN_3163020	150.2556	0	128.5401	0	125.6292	0	112.1175	0	342.1128	0	345.9648	0	571.6596	0	402.3793	0	
ILMN_2981767	86.21078	0.01002506	82.10578	0.01378446	65.98129	0.0914787	76.82394	0.01503759	148.6812	0.01378446	180.1005	0.01002506	265.6332	0.04010025	227.8067	0.01378446	
ILMN_1239133	81.52096	0.01378446	79.82465	0.01879699	67.42119	0.08145364	72.6001	0.03007519	152.2874	0.0112782	150.8324	0.01754386	273.5077	0.03508772	233.2714	0.01378446	
ILMN_1251301	448.5658	0	457.1536	0	401.2133	0	447.398	0	868.4635	0	1200.013	0	1578.323	0	1141.029	0	
ILMN_2665087	67.50254	0.05012531	67.77826	0.05137845	71.89005	0.05137845	67.07135	0.05388471	109.9161	0.05513784	129.0007	0.04887218	223.0649	0.08145364	182.9736	0.1090226	
ILMN_2648189	48.89374	0.3659148	50.47515	0.2631579	60.08134	0.1829574	59.75618	0.1140351	68.62585	0.3082707	82.35858	0.245614	98.54239	0.4172932	150.6625	0.2531328	
ILMN_1244957	49.49054	0.3446115	41.88284	0.7568922	47.64303	0.7130326	42.38272	0.89599	50.91019	0.8859649	55.71936	0.8358396	95.23657	0.4423559	112.4766	0.6365915	
ILMN_1231246	65.6742	0.05889724	51.81817	0.226817	66.40678	0.08521304	53.01256	0.2318296	71.09928	0.2869674	72.23764	0.3295739	115.4079	0.3233083	126.5846	0.4423559	
ILMN_2737129	76.0311	0.03132832	68.39311	0.04761905	74.72785	0.03884712	70.47018	0.04010025	96.81314	0.0952381	127.9446	0.05263158	174.4219	0.1566416	199.7097	0.05764411	
ILMN_2737130	62.95703	0.08270676	54.44603	0.1741855	59.58123	0.1879699	49.79477	0.3496241	63.15123	0.4122807	80.18784	0.2619048	117.2516	0.3170426	149.3577	0.2593985	
ILMN_2750338	43.83011	0.6854637	38.17712	0.9561403	44.81401	0.8847118	41.70991	0.9260651	53.72064	0.7706767	50.87695	0.9661654	64.02168	0.8734336	75.07686	0.9937344	
ILMN_1218206	338.0931	0	410.7059	0	336.2777	0	339.9219	0	756.1581	0	768.4444	0	589.233	0	618.4937	0	
ILMN_1235255	47.01611	0.4849624	49.79283	0.2844611	52.60002	0.4122807	55.31695	0.1867168	90.03397	0.1466165	80.45525	0.2606516	269.9919	0.03884712	153.5974	0.2343358	
ILMN_2889916	378.6539	0	315.3378	0	288.0153	0	319.5151	0	567.6835	0	667.6279	0	716.4741	0	573.6693	0	
ILMN_1226178	43.59702	0.7055138	44.18013	0.5827067	43.35749	0.9348371	42.89556	0.8621554	51.66288	0.8508772	65.4121	0.462406	54.07277	0.9874687	103.0694	0.7631579	
ILMN_2469125	43.88002	0.6817043	44.24441	0.5764411	49.32669	0.6002506	47.03594	0.5501253	52.64849	0.8107769	64.2142	0.4924812	70.74012	0.7669173	103.5824	0.7581454	
ILMN_2604029	759.8491	0	621.6802	0	424.2506	0	569.1698	0	572.4664	0	685.0825	0	1000.777	0	739.7002	0	
ILMN_1241903	442.678	0	373.1606	0	374.2327	0	346.8612	0	945.0966	0	1333.823	0	1622.921	0	1022.097	0	
ILMN_2999439	327.7633	0	344.9342	0	399.7961	0	370.9752	0	1551.121	0	1944.823	0	2726.068	0	1580.966	0	
ILMN_1221264	217.0501	0	203.5555	0	200.5424	0	166.6095	0	493.9696	0	607.7075	0	799.5829	0	541.8755	0	
ILMN_1253387	145.0585	0	184.9318	0	140.7411	0	172.055	0	265.1209	0	227.3127	0	227.68	0.07894737	343.3141	0.001253133	
ILMN_2731949	4396.718	0	4287.26	0	3799.339	0	4727.88	0	8532.914	0	9361.493	0	9056.198	0	8996.619	0	
ILMN_1232041	105.2456	0	97.6348	0.003759399	79.06918	0.02506266	97.57333	0.001253133	348.5314	0	444.4891	0	420.5431	0.003759399	459.4839	0	
ILMN_1251426	1260.609	0	799.4919	0	731.0794	0	730.5013	0	1023.843	0	1474.471	0	1402.257	0	1504.879	0	
ILMN_2608214	40.93443	0.8746867	39.42447	0.9035088	52.90959	0.3972431	49.50323	0.3696742	59.40382	0.5263158	59.83543	0.6528822	83.0268	0.5601504	121.9178	0.4949875	
ILMN_1254031	1956.296	0	1537.093	0	1522.227	0	1409.898	0	4003.817	0	3755.549	0	5033.271	0	2933.295	0	
ILMN_2649635	106.6686	0	107.2255	0.001253133	90.07318	0.01002506	82.70495	0.00877193	195.6117	0	248.8015	0	427.0527	0.001253133	351.2468	0	
ILMN_2843019	115.614	0	96.58297	0.003759399	99.06496	0.005012531	86.80688	0.005012531	170.9748	0.002506266	278.4481	0	366.5492	0.005012531	348.2225	0	
ILMN_2649636	117.8098	0	98.97942	0.003759399	90.55775	0.01002506	102.5896	0.001253133	197.4632	0	313.4113	0	478.6536	0	372.7661	0	
ILMN_2638147	2870.155	0	2685.742	0	2399.761	0	2620.882	0	4384.148	0	5013.326	0	6479.113	0	4704.133	0	
ILMN_2845272	6955.542	0	6380.437	0	6347.229	0	6570.607	0	10365.77	0	10766.53	0	13554.13	0	10137.66	0	
ILMN_2851023	188.1564	0	199.5964	0	218.0956	0	190.5814	0	489.6453	0	515.8835	0	825.3698	0	529.9652	0	
ILMN_2602115	93.69756	0.005012531	93.69809	0.003759399	81.30843	0.02506266	77.78134	0.01253133	98.81377	0.08897243	119.072	0.06390978	130.0167	0.2807018	158.2296	0.2130326	
ILMN_2856166	269.6946	0	230.5271	0	231.9231	0	210.7161	0	567.7673	0	605.553	0	815.4564	0	654.0643	0	
ILMN_2740710	976.4926	0	856.5682	0	923.7257	0	875.8981	0	1602.555	0	1587.448	0	2164.133	0	1529.681	0	
ILMN_3045293	50.54068	0.3057644	49.21436	0.2994987	59.80005	0.1842105	56.24881	0.1666667	55.30661	0.7067669	57.90149	0.7255639	71.13253	0.7593985	96.63951	0.8508772	
ILMN_1240324	51.62506	0.2744361	44.77477	0.5401003	49.50848	0.5927318	46.07508	0.6528822	48.00801	0.9649123	57.26817	0.7531328	71.42732	0.7518797	109.2002	0.6729323	
ILMN_2649530	69.06359	0.04511278	70.34364	0.04010025	77.62067	0.02631579	73.67417	0.02380952	92.96207	0.1240602	110.9352	0.08646616	219.6233	0.08270676	181.9419	0.1115288	
ILMN_2880714	46.87783	0.4962406	43.91096	0.6077694	49.21236	0.6115288	49.2254	0.3859649	57.24435	0.6102757	55.29277	0.8471178	69.04569	0.79198	113.901	0.6240602	
ILMN_2959360	62.96877	0.08270676	66.56262	0.05513784	72.09677	0.05137845	68.62595	0.04636591	121.1878	0.03508772	118.2404	0.06390978	297.7939	0.02380952	195.9737	0.06265664	
ILMN_1217812	69.04132	0.04511278	75.51812	0.02631579	89.21302	0.01002506	68.30892	0.04636591	91.9306	0.1290727	105.0747	0.1140351	186.0086	0.1353384	143.5514	0.2932331	
ILMN_2771673	46.26994	0.5325814	45.55482	0.5012531	37.60318	0.9974937	43.47514	0.8320802	80.8209	0.2005012	64.84023	0.4761905	83.75671	0.5538847	118.2067	0.5651629	
ILMN_2921031	71.37951	0.03634085	75.15283	0.02631579	75.18545	0.03634085	76.49741	0.01754386	118.149	0.03759398	218.7254	0.001253133	408.824	0.003759399	264.9574	0.005012531	
ILMN_2631379	57.41636	0.1491228	57.62572	0.1328321	56.28024	0.273183	53.30898	0.2293233	90.17821	0.1441103	90.96387	0.1917293	151.6474	0.2092732	166.8547	0.1616541	
ILMN_2752702	95.94025	0.005012531	82.51845	0.01378446	80.41611	0.02506266	76.72809	0.01503759	221.4838	0	212.0253	0.002506266	365.612	0.005012531	253.3399	0.006265664	
ILMN_1215124	59.41584	0.1253133	61.94434	0.0914787	69.50738	0.0651629	62.82149	0.0877193	203.958	0	236.5637	0	428.5672	0.001253133	257.5871	0.006265664	
ILMN_2691014	41.50727	0.8558897	35.61231	0.9949875	50.50467	0.5288221	40.09348	0.9674186	48.69683	0.952381	60.42921	0.6290727	76.9918	0.6578947	80.71786	0.9761904	
ILMN_3143069	138.2093	0	116.5282	0	139.3827	0	127.2473	0	240.9353	0	154.5779	0.01378446	205.874	0.1052632	165.5285	0.1654135	
ILMN_1230244	113.7342	0	101.8709	0.001253133	112.012	0.002506266	104.181	0	205.8797	0	143.1442	0.02255639	170.7068	0.1654135	208.96	0.04260652	
ILMN_2924601	887.58	0	777.9297	0	878.4884	0	784.4807	0	1308.991	0	1997.959	0	2859.417	0	1695.258	0	
ILMN_1235016	87.97124	0.007518797	99.65951	0.003759399	86.67777	0.01253133	83.48598	0.00877193	195.703	0	245.6851	0	310.3011	0.02380952	238.1347	0.01002506	
ILMN_2686047	68.82926	0.04761905	63.90178	0.0726817	77.89745	0.02631579	58.24437	0.1390978	117.9346	0.03759398	110.5046	0.0877193	283.8636	0.03007519	181.2785	0.112782	
ILMN_2725780	45.8709	0.556391	35.72596	0.9937344	47.80433	0.7005013	46.72434	0.5839599	62.71221	0.4260652	62.33801	0.5601504	98.79839	0.4160401	118.1962	0.5651629	
ILMN_1229082	761.8981	0	829.8391	0	698.3891	0	748.6323	0	2193.215	0	2164.441	0	3107.493	0	2304.184	0	
ILMN_1246018	810.1987	0	660.5248	0	766.3382	0	631.6597	0	1436.46	0	1723.605	0	2571.478	0	1673.747	0	
ILMN_1234514	71.2134	0.03634085	65.33759	0.0651629	72.37028	0.04887218	71.71696	0.03383459	102.5622	0.07017544	98.0855	0.1566416	232.1468	0.07518797	202.7711	0.05388471	
ILMN_2862875	87.41586	0.007518797	67.32666	0.05388471	77.07309	0.02882206	71.24531	0.03634085	108.7654	0.05639098	103.9956	0.1215539	276.9521	0.03383459	145.7807	0.2781955	
ILMN_2860242	164.2341	0	182.3323	0	137.5079	0	150.7274	0	363.0628	0	478.5511	0	583.0213	0	410.1607	0	
ILMN_2860244	109.538	0	111.837	0	97.17022	0.006265664	109.1035	0	267.6621	0	410.0245	0	505.6788	0	391.2569	0	
ILMN_1217241	103.4086	0	100.243	0.003759399	103.9902	0.002506266	93.0491	0.002506266	232.9528	0	143.4743	0.02255639	221.7289	0.08145364	190.6382	0.0764411	
ILMN_2647313	2566.214	0	2249.843	0	2180.136	0	2127.511	0	5043.972	0	5508.69	0	7784.27	0	5256.308	0	
ILMN_2718208	45.97242	0.5513784	50.3289	0.2681704	57.33864	0.2493734	52.12479	0.2581454	59.57972	0.5200501	57.38493	0.7456141	74.92466	0.6867168	112.6878	0.6340852	
ILMN_2682263	43.75576	0.6879699	39.75282	0.89599	43.40417	0.933584	37.70028	0.9987469	51.6343	0.8521304	59.19008	0.6679198	74.29583	0.6967419	104.2365	0.7481203	
ILMN_2605201	65.29144	0.06015038	65.90675	0.06265664	72.68639	0.04761905	63.92284	0.07894737	82.67451	0.1917293	108.4926	0.09273183	109.4229	0.3496241	146.4934	0.2769423	
ILMN_3161736	44.89323	0.6152882	43.43289	0.6340852	54.63773	0.3233083	45.96165	0.6629072	61.79285	0.4486215	65.53217	0.4598998	121.7525	0.2994987	124.7018	0.4636591	
ILMN_1247118	44.2526	0.6629072	43.07146	0.6566416	48.97549	0.6303258	42.5782	0.8884712	61.31842	0.4573935	64.53531	0.4837093	73.76925	0.7042606	107.2909	0.6967419	
ILMN_2987102	68.53107	0.04761905	71.5685	0.03884712	68.96763	0.07017544	66.36529	0.05889724	98.73	0.08897243	141.2346	0.02756892	199.5251	0.1203008	190.2873	0.0802005	
ILMN_1242984	50.0446	0.3220551	47.9974	0.3621554	50.69596	0.5213032	54.61065	0.2030075	57.98313	0.5814536	59.06926	0.6691729	65.30619	0.8558897	110.9931	0.6491228	
ILMN_2965737	65.5099	0.05889724	61.55941	0.09398496	71.96686	0.05137845	72.39908	0.03007519	133.3215	0.02005013	92.59383	0.1842105	232.515	0.07518797	183.6807	0.1027569	
ILMN_2697238	45.14587	0.5977443	41.5593	0.7781955	42.4012	0.952381	52.68351	0.2393484	63.77419	0.4010025	88.61327	0.2042606	141.858	0.2393484	137.1496	0.3483709	
ILMN_2625094	48.13881	0.406015	50.9992	0.2431078	52.86082	0.4022556	52.78205	0.235589	63.71264	0.4022556	64.2434	0.4899749	97.59775	0.424812	130.3758	0.4097744	
ILMN_2904617	41.88036	0.8308271	38.29462	0.9473684	46.64795	0.7769424	41.46622	0.9310777	60.12534	0.4974937	56.35321	0.8057644	105.7736	0.3709273	96.86337	0.849624	
ILMN_1233898	43.16209	0.7481203	41.91797	0.7543859	47.6738	0.7117795	42.89795	0.8621554	52.31865	0.8245614	60.3394	0.6303258	77.28639	0.6528822	125.1113	0.4598998	
ILMN_2692482	89.45877	0.006265664	103.916	0.001253133	118.904	0	96.02645	0.001253133	378.9375	0	460.899	0	675.1857	0	406.9741	0	
ILMN_2650574	42.08567	0.820802	41.73192	0.7656642	42.88132	0.9461153	45.96004	0.6629072	54.3644	0.7431078	60.47598	0.6265664	62.2077	0.9122807	104.3723	0.7456141	
ILMN_2944870	91.15022	0.006265664	86.4321	0.007518797	89.3252	0.01002506	88.49253	0.003759399	159.8088	0.006265664	119.0814	0.06390978	157.9131	0.1942356	190.2849	0.0802005	
ILMN_1260233	51.92669	0.2631579	52.19578	0.2142857	60.87651	0.1654135	49.01831	0.4010025	61.55158	0.452381	75.34303	0.3007519	73.60002	0.7117795	102.8156	0.7694235	
ILMN_2619528	133.7679	0	120.8117	0	164.2346	0	121.4078	0	297.1717	0	534.4231	0	718.3454	0	421.4161	0	
ILMN_2840514	133.8181	0	131.0415	0	170.898	0	139.3632	0	406.2655	0	695.1862	0	1038.89	0	545.7597	0	
ILMN_2660864	473.822	0	435.2547	0	422.0299	0	426.601	0	1193.007	0	1312.085	0	2111.276	0	1343.89	0	
ILMN_1244349	38.93243	0.943609	42.3481	0.7293233	49.47839	0.5927318	42.44907	0.89599	51.1456	0.8759398	62.55357	0.547619	82.11744	0.5726817	133.1176	0.3859649	
ILMN_2943176	133.9969	0	119.059	0	91.29346	0.01002506	110.0359	0	262.3463	0	482.7283	0	555.8471	0	494.7757	0	
ILMN_2592779	951.3673	0	821.7746	0	616.8302	0	743.8433	0	1385.208	0	1221.486	0	1237.52	0	1043.899	0	
ILMN_1246060	850.275	0	705.7116	0	593.9344	0	625.0612	0	1146.513	0	1142.665	0	1024.437	0	904.4936	0	
ILMN_2760199	38.82925	0.9461153	42.06342	0.7481203	48.77303	0.6403509	48.66359	0.4185464	54.98594	0.7142857	64.42472	0.4849624	71.78213	0.7443609	128.6837	0.424812	
ILMN_1243407	73.16389	0.03634085	83.29137	0.01253133	65.27702	0.1002506	64.15644	0.07894737	105.9308	0.06641604	141.0265	0.02756892	228.4557	0.07894737	196.345	0.06140351	
ILMN_2718509	41.72284	0.8433584	41.22709	0.802005	40.92912	0.981203	43.45732	0.8333333	43.45166	0.9987469	47.52855	0.9899749	70.50423	0.7694235	70.47257	0.9987469	
ILMN_2780280	39.34092	0.9373434	36.50197	0.9887218	45.07073	0.8721805	42.4988	0.8934837	49.5813	0.924812	54.28198	0.8859649	90.53161	0.4824561	115.1029	0.6115288	
ILMN_3040588	47.4451	0.4511278	45.21497	0.518797	50.69411	0.5213032	49.54967	0.3659148	64.95484	0.3721805	60.64938	0.622807	91.17016	0.4786967	123.7998	0.4724311	
ILMN_1237292	41.43549	0.858396	39.60078	0.9010025	45.0348	0.8746867	50.43139	0.3220551	53.36037	0.7819549	58.59092	0.6854637	94.12553	0.4536341	107.1664	0.697995	
ILMN_3115315	48.81849	0.3671679	47.9291	0.368421	56.42075	0.2669173	50.37111	0.3220551	63.43702	0.4072682	54.44725	0.8809524	64.27824	0.8709273	120.2577	0.5325814	
ILMN_2613722	34.86479	0.9949875	41.91327	0.7543859	48.73458	0.6491228	43.62048	0.8283208	74.3116	0.2606516	68.89095	0.3834586	74.38643	0.6954888	142.1778	0.3070175	
ILMN_2726478	70.56308	0.03884712	64.70921	0.0689223	63.43431	0.1240602	67.92428	0.04887218	85.09924	0.1729323	101.6749	0.1353384	178.0003	0.1466165	161.9225	0.1929825	
ILMN_1256119	40.87073	0.877193	40.82918	0.8258145	48.95662	0.6303258	43.3818	0.8358396	51.79695	0.8433584	65.36827	0.4649123	85.98289	0.5250627	162.8753	0.1854637	
ILMN_2632912	59.0156	0.1303258	57.92506	0.131579	60.4794	0.1716792	52.49619	0.2468672	56.14604	0.660401	68.58204	0.3909774	53.88759	0.9887218	88.826	0.9360902	
ILMN_2979432	47.59248	0.4448622	48.50225	0.3308271	53.86317	0.358396	42.7335	0.8721805	90.76847	0.141604	74.42597	0.3120301	157.58	0.1954887	147.5088	0.2719298	
ILMN_1259613	48.32129	0.4035088	40.58346	0.8370928	50.3069	0.5413534	47.12388	0.5451128	68.9655	0.3057644	67.51875	0.4097744	111.9517	0.3421053	125.7277	0.452381	
ILMN_2732087	40.04837	0.9110276	36.74057	0.9874687	44.5695	0.8922306	40.25806	0.9674186	52.09404	0.8333333	54.49416	0.8796992	63.97759	0.8759398	105.7107	0.7218045	
ILMN_2651099	45.80077	0.5576441	41.15741	0.802005	51.90157	0.4486215	40.70018	0.9486216	48.79884	0.9486216	57.81195	0.7280702	91.01368	0.4786967	88.66714	0.9360902	
ILMN_2946653	50.52908	0.3057644	47.41942	0.3897243	60.52295	0.1716792	57.10809	0.1541353	69.44176	0.3045113	75.87672	0.2944862	80.43164	0.6027569	137.8982	0.3446115	
ILMN_2622463	41.65426	0.8521304	41.44578	0.7844611	48.28149	0.6729323	44.14043	0.8032581	53.68151	0.7719298	60.28503	0.6340852	84.23625	0.5488722	114.9671	0.6115288	
ILMN_1217308	44.78324	0.6203008	45.24188	0.5125313	53.59675	0.3696742	52.70437	0.2393484	59.28542	0.5288221	63.26052	0.5225564	77.12096	0.6541353	91.63605	0.9085213	
ILMN_3009447	56.44378	0.1616541	48.84846	0.3182957	60.4999	0.1716792	45.62931	0.6929824	90.40148	0.1428571	85.75203	0.2218045	135.6198	0.2656642	159.9258	0.2017544	
ILMN_1252131	47.16317	0.4749373	46.2059	0.4674186	56.51357	0.2631579	52.99826	0.2318296	53.0662	0.7932331	61.19825	0.60401	98.27931	0.4197995	106.1185	0.716792	
ILMN_2697256	43.43886	0.7218045	42.54724	0.7092732	47.16167	0.7368421	46.01788	0.6578947	49.46281	0.9273183	57.48788	0.7431078	63.42799	0.8847118	102.1972	0.7744361	
ILMN_1238736	56.43463	0.1629073	58.23274	0.1290727	63.61309	0.1215539	63.16328	0.0839599	74.96779	0.2531328	92.55338	0.1854637	129.9319	0.2807018	150.3344	0.254386	
ILMN_2731191	42.44703	0.7982456	45.93362	0.4799499	47.08769	0.7431078	46.92817	0.5614035	53.96847	0.7568922	55.11539	0.8558897	75.30827	0.6817043	90.05712	0.924812	
ILMN_1224893	40.93604	0.8746867	41.79801	0.7606516	50.31735	0.5401003	44.16547	0.8007519	58.93796	0.5413534	58.48411	0.6929824	96.63513	0.4310777	135.0238	0.3659148	
ILMN_1216962	46.03761	0.5451128	40.39634	0.8471178	49.78558	0.575188	44.93246	0.7418546	49.04296	0.9423559	58.9443	0.6741855	68.92027	0.7957394	89.21425	0.9310777	
ILMN_2723594	47.82209	0.4260652	50.67549	0.254386	55.09793	0.3070175	50.78737	0.2994987	65.88589	0.3521303	67.11996	0.4160401	109.2662	0.3508772	144.2941	0.2869674	
ILMN_2784773	44.68598	0.6253133	45.13697	0.5213032	52.1392	0.4348371	42.4426	0.89599	62.59405	0.4273183	64.57397	0.4837093	74.74837	0.6879699	149.3697	0.2593985	
ILMN_2858200	40.48288	0.8922306	43.06012	0.6578947	44.6917	0.8884712	51.81342	0.2681704	55.43231	0.7030075	53.97783	0.8934837	119.8608	0.3120301	127.6411	0.4335839	
ILMN_2970715	56.43877	0.1629073	54.14202	0.1804511	59.25507	0.1954887	56.31511	0.1654135	52.4049	0.8220552	58.77878	0.6817043	65.78531	0.8471178	79.91182	0.9786968	
ILMN_2955509	58.7774	0.1340852	56.31644	0.1491228	69.05737	0.06641604	52.08593	0.2606516	71.08683	0.2869674	81.40889	0.2556391	100.6884	0.4072682	117.6537	0.5726817	
ILMN_1251558	72.5927	0.03634085	74.17123	0.03007519	75.92386	0.03383459	71.08243	0.03634085	71.29528	0.2869674	102.9301	0.1290727	129.7344	0.2807018	154.822	0.2305764	
ILMN_2675232	250.0882	0	259.3396	0	197.9356	0	253.1686	0	1082.801	0	1179.649	0	1715.849	0	1375.525	0	
ILMN_2879293	46.28331	0.5288221	47.01531	0.4210526	52.88366	0.4010025	47.30597	0.5338346	56.36557	0.650376	61.48943	0.593985	57.08081	0.9736842	98.59418	0.8320802	
ILMN_2924942	43.67761	0.7017544	42.28421	0.7330827	53.16269	0.3872181	44.21073	0.7969925	61.28535	0.4598998	76.0272	0.2944862	114.1678	0.3295739	143.3377	0.2944862	
ILMN_1228875	43.36664	0.7305765	43.33185	0.6378446	49.44973	0.593985	46.76698	0.5764411	69.42731	0.3045113	65.04851	0.4736842	72.41267	0.7330827	116.9257	0.5839599	
ILMN_2642723	52.34929	0.2431078	53.1668	0.1992481	57.71021	0.2368421	57.0521	0.1541353	80.40452	0.2017544	77.5605	0.2781955	161.9935	0.1842105	145.545	0.2819549	
ILMN_2911776	40.32498	0.9010025	39.82269	0.8909774	46.9215	0.7493734	44.84767	0.7493734	51.52723	0.8546366	52.90965	0.9323308	63.54599	0.8822055	80.7588	0.9761904	
ILMN_1254500	43.30269	0.735589	42.35578	0.7293233	42.11637	0.9598997	48.87633	0.4072682	65.03596	0.3709273	55.89133	0.8308271	71.02022	0.7593985	105.4155	0.7230576	
ILMN_1227717	45.67226	0.5639098	37.64148	0.9711779	44.70344	0.8872181	42.04039	0.9122807	71.37022	0.2857143	77.57765	0.2781955	105.753	0.3709273	176.9866	0.1240602	
ILMN_1233185	42.63879	0.7781955	46.81487	0.4335839	44.47473	0.8997494	44.68256	0.7619048	54.23198	0.7481203	68.46497	0.39599	78.76885	0.6253133	99.355	0.8220552	
ILMN_3005175	45.33271	0.5802005	40.93747	0.8182957	55.25046	0.3032582	46.04118	0.6566416	53.68386	0.7719298	67.09544	0.4160401	105.738	0.3709273	103.3771	0.7619048	
ILMN_2724548	59.48127	0.1253133	61.10501	0.1002506	73.23167	0.04511278	59.01868	0.1278196	104.5235	0.0689223	106.221	0.1115288	183.7096	0.1378446	198.4051	0.05764411	
ILMN_1246517	49.43221	0.3458647	42.34846	0.7293233	46.75888	0.7681704	47.30002	0.5338346	67.85294	0.320802	81.5256	0.2531328	142.749	0.2318296	170.5715	0.1478697	
ILMN_2981486	53.41959	0.2142857	50.71483	0.254386	58.73656	0.2105263	52.85324	0.2343358	70.91936	0.2882206	76.40337	0.2919799	128.6698	0.2819549	123.8034	0.4724311	
ILMN_2814974	56.94061	0.1566416	63.54479	0.0764411	71.85191	0.05137845	63.56338	0.08145364	119.9961	0.03634085	206.893	0.005012531	401.8784	0.005012531	248.4177	0.007518797	
ILMN_1251941	46.9156	0.4962406	39.98051	0.8796992	42.48033	0.952381	42.20652	0.906015	54.78608	0.7230576	59.28068	0.6641604	60.32893	0.9448621	114.342	0.6165413	
