gene	UT1	UT2	Ab1	Ab2	L1	L2	LAb1	LAb2
Noc4l	36.37281881	33.68845529	39.12453804	28.9419541	24.44103441	22.31886364	30.22550124	26.87805859
Tmem205	8.049190938	5.392014013	3.885946293	14.04572577	9.426781638	9.67963037	12.70907323	10.62001712
Tmem179b	19.62326564	18.8972132	22.47845665	28.62111466	26.37792347	23.29033036	31.39150208	29.24282603
Alkbh6	3.255897601	2.866896596	3.054400781	3.118843695	2.950790059	2.815884724	3.801741579	3.23794804
Usp18	17.21159215	12.53638479	16.33169793	21.96453186	60.08391117	57.49110707	75.8252341	67.69813569
Ubb	326.769243	329.0751322	364.3714687	355.267203	310.7283897	280.2492772	370.796166	350.485508
Rtca	37.46841172	32.98817314	38.914547	45.60886893	40.05417146	40.05720346	48.93953457	48.826622
Ppp4c	42.12386908	33.26707087	28.45943486	48.14559856	25.16954703	25.11703317	32.45541988	28.91269288
Pigf	13.45553796	9.626677329	12.31667314	20.05198202	24.81772066	26.49545766	30.85367635	31.76423102
Usb1	14.03612761	12.91607551	12.07840418	13.53284531	21.88096076	20.35071865	25.98050291	25.5533002
Nt5c	40.49995706	32.43051621	39.54856282	52.1810065	33.63410882	37.02464213	43.99738662	42.21987824
Rgmb	1.255602994	1.012897368	0.890001669	0.96788698	0.639030553	0.832841474	0.957470847	0.838425154
Rpp21	10.82617548	8.621774762	9.271111049	16.30839979	9.865132854	9.364094038	12.47344401	10.98778944
Rbis	15.4951636	17.00088741	31.01755906	23.189245	16.04928491	18.76493934	18.86327913	23.60697254
Calm2	169.3874216	185.3189509	257.3464792	219.4598769	121.0733872	131.4619226	144.3078303	163.7259836
Ndufa6	27.04220468	20.81443069	26.48221443	42.97527137	31.60469299	27.46274047	37.12969262	34.91297591
Emc2	5.924716458	6.413816892	13.35729548	12.10350657	12.5245475	12.29376747	14.20858846	16.06100775
Ezr	29.56300959	32.14781138	34.50047795	22.23841155	12.32245707	11.27516617	13.79880635	14.98162169
Dpp3	9.023031094	8.063952112	5.634835611	9.4503959	5.739363249	6.351109517	8.291845779	6.453914114
Haus8	9.510061089	9.454094422	11.65447075	11.61725888	4.994262067	4.861380597	6.178367314	5.83268883
Pex16	10.54619148	7.919744297	5.279949757	13.2522371	12.96097489	11.60155858	16.97106999	12.96296326
Pdcl3	11.57779813	11.23875947	14.49572366	15.49142344	15.13147211	15.48185044	18.40816932	18.89974394
Mrto4	27.18481918	20.90561435	23.12721661	32.97325099	34.2091904	32.45750643	42.47220697	38.771837
Exo1	6.205185585	6.128480847	5.853915678	5.505330853	1.067130924	1.191737183	1.425275366	1.327182179
Ndufa9	61.15440487	42.83360208	37.10618965	76.87895441	53.79630185	53.13278771	65.8976865	64.39277195
Ift27	5.174962722	3.603360315	3.039099	5.585003556	2.086348795	2.114768165	2.866478308	2.251597075
Pex11b	10.63714826	10.04784923	9.25620455	13.72499518	8.957129684	8.46444836	10.28798856	10.93440562
Krtcap2	111.5550927	86.14069777	94.07869175	158.9933067	125.3096255	120.9023899	148.7956924	151.1041056
Abracl	29.15903789	24.32622351	32.33710876	63.50936629	81.83910303	71.41824266	92.68686493	93.98860361
Phf11b	6.934110984	8.433547689	17.29414561	12.97987975	76.97949479	67.74985307	80.22188481	96.04662251
Opn3	1.230219528	1.458021777	1.440259563	0.783316487	1.046848912	1.110181144	1.307959863	1.319056483
Trip13	15.53306867	14.16689674	18.28779309	17.01272054	7.085632319	7.439923747	8.553701368	9.135802877
Frmd4a	1.332750894	1.429183476	1.206050287	0.707571949	0.503679652	0.648894848	0.694763565	0.708856819
Sh2d6	1.031125009	1.023255213	1.692059649	1.701182968	7.86135338	8.480212215	10.19933514	9.699681707
Zbtb46	0.422307511	0.327832118	0.272318599	0.305149437	0.581754789	0.721127693	0.79962029	0.786502559
Plscr3	12.2011079	11.59802134	10.50273142	11.56265327	13.29723113	14.29243934	17.49666656	16.0908565
Dolk	8.350633244	7.675590719	5.495988755	9.681052205	7.181184842	8.112581089	9.653700401	8.963755979
Abcf2	109.069484	103.5769817	106.736732	109.0761348	81.1665656	81.42015978	99.81594212	98.04862158
Ppp2r3c	3.105878875	3.178637634	4.288749218	7.816342984	8.359273837	7.625468089	9.340674136	10.11102931
Gnptg	5.056389786	4.731339014	4.983869207	6.213534288	7.138078575	6.67319733	9.525763532	7.280467126
Arhgdib	280.5144017	270.1206096	487.2410999	286.8619516	241.866289	240.1960886	301.6394448	284.9498516
Cct5	181.0525187	178.4490275	233.4122212	237.5705985	239.7780421	221.3923706	279.1079342	282.0148802
Haus5	0.707159121	0.686198643	0.809540448	0.922904629	0.367570303	0.346051383	0.473336401	0.394929343
Psenen	45.79303911	40.07691333	47.95026296	54.84193394	50.78544602	43.66620265	57.01374076	57.87773855
Pomt2	3.408238232	3.571531028	2.513979481	2.928866705	1.784944689	2.068812569	2.454916338	2.232454484
Sp3os	0.88915445	0.549054264	0.340445852	1.450386488	0.70510344	0.530877772	0.882993349	0.620247253
Ppfia3	0.825583115	0.843926779	0.436007175	0.602204948	2.329164673	2.306277137	2.973036782	2.664470223
Dand5	0.974537637	0.672463611	1.132280771	0.477376375	0.347932985	0.249982828	0.358438853	0.368709414
Zfp59	1.933964432	2.284429963	2.155910001	2.565220908	1.141645779	1.716432716	1.555916107	1.919728302
Ppp6c	19.70728787	20.67419105	24.02914354	21.92144753	19.01093536	19.26457956	20.82493238	25.71976556
Dpy30	53.8478558	47.65484383	60.06864562	66.61045833	48.44663599	38.99973573	52.94284168	53.38336945
Svip	1.811126419	1.844581797	1.500547674	2.715656251	1.051597941	0.923313872	1.414479635	0.98680302
Dok2	46.82528214	42.54917018	42.42180725	56.85393057	75.73524837	77.68261389	94.6850752	91.84736722
Glrx5	22.16589356	15.85493351	13.70170688	29.03724127	23.94465266	22.17047177	30.40238291	25.66149595
Gch1	3.365376726	2.666044484	1.896621385	3.467565456	14.88800774	15.06476154	18.98303862	17.42667928
AI467606	23.66502433	24.12394383	27.73323635	24.56709287	9.598656867	12.69445444	14.34764216	12.74157888
Prpf38a	11.04075399	10.61873848	13.16668052	14.46099906	15.58387734	16.23053074	18.30770586	20.34969443
Psmd6	33.9730254	27.97164791	30.19109037	51.07168521	44.65195733	43.9138554	55.47433312	52.13598667
Dohh	3.07018385	1.954343639	1.263785997	7.674151553	5.898856316	6.222001546	9.03130707	5.695072168
Zfp580	8.33985494	10.01050748	11.23284675	8.947581507	8.761972632	7.815817758	10.43885489	9.70235441
Ssbp4	45.07138571	48.52442323	53.67964653	48.58851106	32.1512906	30.91642658	40.68285228	35.93568569
Rpl41	343.9797936	253.9290415	353.6411645	640.1169643	595.9606934	609.0098901	823.9053069	639.9124715
Samd1	21.20201774	21.53903045	27.67850969	22.77926859	7.753387824	8.847534966	10.5559648	9.608198878
Dpysl2	5.54847041	6.035029548	7.065368248	8.307352253	2.816840025	2.878340197	3.419096275	3.498456858
Letmd1	5.003651335	5.032291324	4.538887279	4.712848275	6.483031833	7.247542178	8.289915293	8.387467223
Gss	4.300656886	4.055297156	4.047533717	5.06378099	5.821695518	5.680957595	7.124881174	6.844603543
Pex13	4.12760851	4.00000928	5.146299791	6.175774162	6.258062183	6.399039559	6.564046563	8.806426222
Mrpl12	92.53362349	67.32666809	75.57553093	135.561024	83.11844034	83.61818134	109.9182749	92.5547405
Hacd2	12.88551119	12.45801049	21.79707067	16.68525293	8.577199751	8.614866604	10.56953618	10.30551336
Sod1	68.03606955	52.16919994	50.03701214	85.46215515	66.77047016	55.94057886	75.46215651	73.52311317
Dctpp1	87.35329652	63.97408093	56.04175661	108.4375265	51.97549202	46.86922997	65.1973629	54.80264864
Tomm22	56.61519968	39.37141421	35.68992301	73.79180485	47.88786438	44.37457563	54.95501558	57.04819127
Psmg2	20.24934383	16.5538281	20.81280412	27.47976724	21.90224333	23.29881423	27.09005264	27.76841302
Psmd3	44.14020337	43.12387371	43.10725226	36.27272348	44.6716331	46.732617	58.41526767	52.49957325
Ranbp1	52.21269122	48.25844232	87.09968264	88.36577677	53.04674089	50.25449593	57.98423476	67.33883343
Trib1	1.017861135	1.046841201	1.075713594	0.686037527	0.656679388	1.309294582	1.355834545	1.029110516
Trp53rka	10.78067331	8.197706791	4.700826577	10.66185648	3.966592721	4.233737701	5.173289746	4.774368145
Mpg	2.379687064	1.650323658	1.663374981	2.09443795	2.499502172	2.171910766	2.737251927	2.929267889
Apobec3	2.930185174	3.037314292	4.183843419	2.961788654	2.171667607	2.244767675	2.525545598	2.831209549
Thyn1	21.38168898	20.50995813	28.20395049	27.98532023	25.3859114	23.38220606	29.60887457	29.54230113
Cc2d1a	15.95540381	17.11483536	14.73477115	10.172749	8.548873834	9.371161278	12.06476436	9.668200752
Dnph1	23.03742122	18.98528138	14.66361746	34.30671333	12.94309205	11.65994956	14.77336606	15.06316524
Mapk3	70.69773506	75.53814122	95.56011782	63.7216029	56.81565439	55.76137522	68.49455603	68.0248721
Sdc1	5.027736665	4.375280669	3.255047111	4.103318769	1.598654058	1.590101345	2.026511078	1.84019942
Snapc2	14.78631088	12.14064815	12.47179491	17.3552893	7.814005672	8.048145039	10.1043943	9.129153385
Timm10	25.59180405	20.85907675	14.1884176	34.29261009	25.09145786	26.57977986	32.92827109	29.72295522
Cops7b	10.52815151	10.16046071	9.007686163	9.721555633	6.872762304	6.418182314	7.763223359	8.351024949
Lrrc25	10.91642339	10.36885881	11.48569918	10.86985303	32.53101873	35.73768142	44.58588633	38.17140007
Gm10155	0.632307133	0.490852238	1.382880504	1.551226128	1.955125894	0.814269047	1.692937128	1.664048267
Mvb12a	30.55269533	25.15896183	23.09784306	39.40697756	27.43564213	24.64305748	34.29668345	28.83001259
Orc6	18.37242924	18.50991126	22.46219901	29.33679871	13.57779106	13.62265189	15.90336499	17.06386538
Terf2ip	3.648793108	3.69042427	4.256243239	2.899353788	1.264293985	1.523034577	1.820750808	1.556998247
Polr2c	13.72323448	13.24284203	13.65710428	13.30686644	15.31809661	14.60328327	18.5815697	17.67088232
R3hcc1	12.06107502	11.32417472	12.09659534	10.46966125	6.751575163	7.507525285	8.679442612	8.595665963
Gmps	13.53633805	13.60700758	18.44176403	18.73347404	18.04522266	16.92926531	18.95665566	23.40994552
Tpt1	696.7838638	598.9680487	770.8660189	798.6743429	976.9708571	841.2944448	1064.658085	1137.449608
Gm11703	1.8969214	1.385935732	3.111481133	4.004327912	3.640579251	3.061651616	4.401636534	3.715084504
Commd3	27.03313807	23.47109358	32.47692764	34.94670392	26.82984467	27.6088902	31.13315784	34.78924508
Tada2a	10.58929977	11.12770898	11.81204133	11.26658004	7.40166785	7.881708203	9.161192082	9.345759455
Wdr1	31.13940118	29.57819917	31.08528099	27.20052924	28.87817409	28.77452776	34.3118653	35.48847101
Xab2	18.93127319	19.3308822	20.26693842	16.27129985	12.13204796	11.93727113	14.97495938	14.15927441
Rpl7a	953.3735744	790.3947803	776.502932	1106.688569	906.7165948	861.2850787	1065.143894	1074.75709
Trappc3	37.16068317	29.50573993	27.55408809	45.96307255	37.17463869	39.4695755	48.67530492	44.08701956
Aurkaip1	37.18116324	30.28472638	28.85086818	52.79563748	39.52361399	35.19584355	47.51484004	42.90793752
Hmox1	112.1604564	120.9978883	134.4159257	110.5558427	176.7251845	228.9224186	257.4294893	233.4678527
Gpr108	17.34980908	18.86264221	19.30483607	19.28720648	16.71952063	18.30965037	21.57646596	20.81407085
Nit1	6.858885341	5.79103073	4.701893601	5.504250262	6.453830551	6.057270172	7.722614867	7.416728002
Ghdc	3.870608347	3.584924585	2.969651763	3.689381677	8.12259542	8.327504133	10.25452015	9.651267194
Nudt16l1	6.704582654	4.954115495	4.189571544	9.230910307	5.641683066	5.386565305	7.33737028	6.006617473
Sgf29	15.8314977	14.09302247	16.69133219	18.73927448	13.67933399	12.74597661	15.49161483	16.48214403
S100a6	139.2514499	82.60467176	93.2178238	286.0787054	121.5810841	123.9890992	169.2322371	127.887181
Fermt3	67.75995851	62.47962236	51.71660626	57.59879396	58.56434638	59.53232498	75.65316305	67.2332384
Jagn1	13.65800414	10.65976302	10.04490738	14.68191187	7.625382217	9.774665101	11.04790328	10.00313996
Pa2g4	186.4921895	197.6310249	304.8448858	178.4803689	149.1462484	147.0272301	171.9595696	186.3552435
Efhd2	142.0522176	130.0941302	124.6672981	129.4999201	159.1290667	155.8169517	193.9168683	187.0878953
Psmd8	102.2539516	98.87639309	127.7088109	113.9101701	229.1230765	208.2015793	264.0676893	264.9585477
Ttyh2	8.557260345	9.130718074	6.671050778	5.410414533	2.852198188	2.806373152	3.805237286	3.039433939
Rsph3b	1.511502862	1.625687259	1.46123374	1.040754081	0.747672305	0.894189789	0.971563244	1.014408059
Psmb10	27.84832448	19.71249719	19.6853648	41.46048811	80.62435824	75.62277581	103.5323297	85.45477414
Arf5	36.0900721	29.6324615	28.55651412	47.06462939	35.636547	36.56150856	47.2775819	40.03925262
Necap2	37.17208835	29.52762385	27.3066818	30.74997937	16.27095828	17.60219737	20.95607831	20.00807824
Pter	5.187660817	5.769619814	6.018443189	6.21868884	3.939965013	4.321003393	4.708433478	5.281691482
Ppa1	49.89579245	41.45828904	44.11925495	55.14873295	54.92614872	54.85487578	66.28856919	66.47018441
Btbd2	13.82746787	13.6771625	13.88748784	13.22597502	4.913121741	5.494846647	6.424114086	6.162175726
4933439C10Rik	1.247566771	1.360825518	0.921735656	1.610252734	1.420570676	1.470642974	1.642366058	1.853841886
Pcyox1l	8.435721051	8.768303181	9.335570747	7.779971528	4.290431441	5.418358655	6.114888908	5.625122515
Amacr	3.205566806	2.681095598	2.210632125	3.32304149	1.524436293	2.082666502	2.108544748	2.252163061
Gpsm3	28.61284635	33.14636093	55.7023855	24.1318556	24.88896297	26.34441086	32.28134871	29.64477683
Nasp	26.49102995	31.08814184	38.91379384	41.68559973	15.93930415	16.88884983	18.21581435	21.46118532
U2af1	66.80503966	57.14737682	60.03957948	81.60150106	68.08390781	65.52443705	82.05842202	79.40657976
Sdsl	1.404075147	0.903647225	0.836587279	1.420011353	1.305128611	1.439706001	2.042856037	1.273570427
Tnfaip8l2	46.52957051	39.12828849	47.86617624	64.41687867	22.53577322	28.81336743	34.80642523	27.22098208
Strada	7.664706145	7.369907369	8.286923523	7.208734709	6.443595018	7.257080398	8.43383643	8.115656801
Mpc1	7.912521467	8.506912796	11.16827944	7.724577988	8.109459253	7.457812762	9.22157978	9.579179
Tmem81	5.572877055	4.796089663	2.813387467	6.035451998	4.92155721	4.201870383	5.275671953	5.742686682
Abhd1	0.50493235	0.742685235	0.216139006	0.335081494	0.445573032	0.407254977	0.435455485	0.594478782
Ube2n	40.30944097	42.68374643	50.92362854	40.58225078	28.59384198	28.69419303	32.9477571	36.2361287
Taf13	7.624432154	7.00172096	6.119616056	11.76343146	14.25339023	13.7172254	15.58143918	18.19386833
Dusp6	11.23096891	11.4524445	9.376789147	9.585556037	7.142641358	9.081377329	9.873877427	9.715770366
Psmb6	107.5402556	74.92238449	66.65486797	137.4113359	167.4591906	155.6948707	208.4756575	181.7031309
Slc35e4	24.77440332	20.60708384	15.15547639	21.61674932	20.11929469	20.2976139	25.23275534	23.56119964
Traf4	5.631786229	5.765636837	6.676523022	5.425225885	9.357399476	9.629201439	11.79339499	11.12293
Spcs1	66.68881891	55.84705799	53.42424175	71.71437536	68.40117004	66.80366492	79.55803634	83.62822529
Ebpl	0.939968607	0.848699015	0.903769989	1.289510594	0.903134666	1.00578859	1.242319328	1.061661539
Il4ra	1.05359321	0.910833638	0.639887517	0.52835909	1.226129407	1.208314487	1.452276046	1.485480593
Afap1l1	1.518234518	1.000472356	1.230817667	1.04640123	1.141473286	1.427820773	1.550942027	1.549161214
Rpl28	350.5901291	309.7219877	425.2730278	387.1495156	362.4310412	337.2563966	431.650719	412.5644878
Apobr	32.80661532	34.40918277	32.43881009	26.88100175	36.1303219	37.1332542	43.18884656	45.19796237
Ly6e	204.6115062	199.1819048	322.8117455	228.5698782	172.4278412	169.9245842	224.0276594	188.9662151
Ears2	3.375404257	3.199562568	2.56454109	3.507168957	1.984621328	1.929817641	2.396564122	2.325555827
Gar1	49.80717447	45.54004699	48.24868262	52.89282883	43.33495283	45.2767605	50.20627289	56.68524813
Psma7	95.8267777	82.54057362	79.94350123	114.383794	102.7466855	99.44612982	125.0895864	118.8077008
Ccdc12	10.29617689	7.956558518	5.849667303	15.17344528	7.892951793	7.638097551	10.33189349	8.402163846
Cyb5a	31.07984641	25.25911405	27.77219112	41.37133751	31.27785497	28.57955288	36.90662934	35.2934898
Capns1	91.62347945	88.33203616	133.967142	102.6602037	92.6473365	88.08977538	111.313931	106.6706949
Rab4a	4.079692452	3.190827135	4.716290542	3.113950273	1.427061942	2.014585968	2.373484364	1.776598553
Txn1	332.9244102	249.8068387	260.1261878	520.3895302	397.1689529	379.8803573	494.8299946	441.8739095
Hnrnpd	37.39809567	39.40298302	47.05900138	30.63339256	22.22154052	22.00381286	22.18678132	31.11525354
Lgals1	266.6294729	186.3942548	224.7241118	347.944467	322.2578979	291.9855183	384.3589337	355.9254348
Coil	7.359509796	6.240032904	4.708251411	7.068696419	3.186914581	4.674811128	4.706355598	4.768461358
Gm6204	1.847599979	0.793425461	1.552903695	3.774616038	4.310851227	3.717770727	5.296188958	4.376351255
Rnf113a1	14.21920092	13.20477749	12.27112103	15.92828922	10.11768141	12.11712237	13.82649299	12.96026822
LOC108167922	32.34567277	17.23736491	24.12312649	56.38500269	53.71699782	46.352949	68.16061452	52.39082673
Gpatch3	8.81023759	8.590883085	6.273863174	7.183530392	5.299676189	5.77682902	6.765726657	6.576977411
Lrfn4	5.796181874	6.202355768	4.768634477	4.96947955	3.023150517	3.556686555	4.416393151	3.509518702
Snrpc	16.09435747	13.13757778	12.61461618	17.6219671	16.38384726	15.82817654	20.48673039	18.31315969
Gtf2h2	3.765665605	3.898650445	4.921532935	5.895306331	4.471206536	4.61048533	5.284012363	5.654374955
Thoc5	27.35245449	27.39963091	29.29203187	27.12602397	20.30489989	20.72996365	25.45380974	23.96382082
Gmnn	34.26218596	32.58504008	54.38339821	56.8993536	16.10366122	17.92230072	19.85894987	21.11567495
H2-D1	157.9718483	134.7282084	114.0763309	183.1605596	238.4520199	227.947683	296.479504	265.1311147
Lin37	9.810836323	8.439929231	8.707047303	11.04706711	9.055693168	8.931240815	11.19314411	10.46347997
Nhp2	164.224203	135.3100635	158.0763418	195.148421	138.6909268	133.9938122	173.0988328	155.2081099
Mrps5	11.82552193	11.87252637	15.94180776	11.73712331	9.529293979	9.331864927	10.85942216	11.8462971
Rer1	53.40961266	45.88180733	47.38390684	57.43082527	45.5863473	47.42051555	54.1279223	57.82624263
Ap1s1	105.4358523	75.87805027	57.33861875	119.6311059	105.9259126	105.8631706	134.8628222	120.049214
Ifi204	1.861575623	2.204882276	3.704477069	3.087529899	24.01758254	20.97115287	26.36075683	27.78270418
Dctn3	47.2571588	33.51317626	28.84540091	72.95772453	57.59456158	55.19675116	75.41255051	60.32589069
Pcca	6.848064018	6.319856961	5.865231518	8.033209	4.275060241	4.719503395	5.166662149	5.657682403
Phb	80.03854683	62.853853	58.4960764	110.9622665	90.38687972	85.89327926	115.5316788	96.6028341
Rpl7	235.7642119	211.6653841	322.5232479	556.7066633	552.5402106	494.0753901	643.3295414	615.8879828
Rhbdf1	1.249908972	1.221845329	0.672326377	1.077589519	3.524207584	3.364662215	4.313446755	3.973624948
Drg2	30.21500152	27.81493537	33.08454729	33.8476723	23.27124563	24.76754604	29.75110115	28.03727837
Polr1e	8.150385407	7.089295102	8.393061336	9.371619749	6.793350153	6.584133126	7.780316785	8.312138125
Rpl31	242.6134542	201.570572	339.1147809	373.3211067	368.7137922	362.7372826	454.8060927	425.0464896
Dnajb2	4.376026159	3.58085722	1.969878534	4.039273737	6.153931739	6.74585015	8.148019939	7.368391192
Btbd6	4.823638543	3.978564377	3.996738127	4.610975115	2.332931432	2.186459548	2.99068562	2.445017964
Fbxo31	6.111757241	5.787504676	4.7327537	4.694563853	1.776053392	2.175230192	2.699774582	2.052589271
Mogs	85.79325147	79.69268236	57.24156085	82.20480595	49.63824485	52.61843746	64.71389154	58.26557503
Gemin2	7.714147029	7.45517929	6.64646942	11.32755824	12.63415836	10.70275235	14.11909565	13.94704641
Ppil3	3.416315214	3.061550119	3.064529746	5.469691947	3.669119228	4.080484175	4.828764847	4.491017478
D11Wsu47e	8.967396818	8.981163188	8.902946365	6.715134418	5.201597751	6.419475651	7.476598836	6.497303803
Ppp1r26	6.317630169	7.066061616	4.2013163	3.321117378	0.617183684	0.943508717	0.928430945	0.94804821
G6pc3	19.6032756	17.46693059	19.44757246	20.79010569	14.96491775	15.92249348	18.55043844	18.5823591
Atp23	4.151011052	3.454204552	2.830301314	4.319853747	1.755353042	2.024832455	2.427240065	2.117277255
Cyb561d1	3.33796473	2.802357417	1.781128201	3.234070067	1.54939757	1.933208561	2.154350704	2.032325985
Rpl27	345.1028141	234.2742648	268.2331534	558.7788428	546.6228288	455.8907047	645.5851519	559.5400557
Ubxn4	22.61140464	26.98796745	32.97364137	21.03699011	32.48957163	33.33062747	36.03516423	43.05989965
Napa	40.22424158	37.78969662	42.23637712	40.79922529	30.23211843	32.87613212	38.63395211	37.20036846
Rps8	658.4689219	464.4754129	466.8819353	1052.954961	853.2966778	775.2180808	1045.210732	911.3469142
Zwint	20.06776146	18.64496152	25.12839134	25.72373924	36.70860393	36.37728786	43.60637216	44.19528287
Gm11808	6.416057678	4.482635882	5.17679876	7.32924283	7.526953782	6.273943005	7.527927097	9.049068679
Zfp54	0.919816178	0.674646549	1.35614579	1.427409301	1.046338014	1.149879005	1.264645555	1.372823423
Cog4	11.34279212	10.02334932	8.90430845	11.9170952	8.198988283	9.300049457	10.78953568	10.22430235
Prelid3b	48.12871137	48.90089811	58.72453638	59.76700879	67.09545151	65.88697392	74.01400981	85.66946167
Atox1	68.4727368	39.15700747	30.05536447	135.754458	84.29653211	73.39511133	113.9625193	75.38797461
Lrrc28	1.247394097	0.857347916	1.177257776	0.87824589	0.698582508	0.758459215	0.852584226	0.896847966
Rab5if	23.42766139	20.24134155	15.92182069	25.26544808	22.39483185	21.48516523	26.99995904	25.6772381
Rpl23	383.4352065	265.7378588	308.1163236	661.1169229	666.942749	598.7192226	792.1046802	727.2479281
Acsbg3	0.550200128	0.470304843	0.538700601	0.569615478	0.711544352	0.503457004	0.686565817	0.771845241
Wdr6	21.80565709	17.93245781	8.658999866	13.79959443	5.823474145	6.711376435	8.202420686	6.842631472
Ints11	21.93634849	19.24335839	17.56531874	20.49208519	21.27156442	21.60989871	26.52222537	24.94437134
Rsrc2	6.891844628	9.015737073	13.0672435	10.54793242	15.63197352	16.15519354	15.2671233	22.881786
B3galt6	3.774673129	2.352069833	2.346884809	4.689878042	1.651670181	2.534657916	2.758158266	2.265994441
Anapc13	2.252233288	1.971328864	3.020724146	4.119655689	1.945284037	1.628099615	2.456161901	1.832193482
Gm16477	4.328636166	4.178570277	5.706809887	7.548327681	6.626419841	5.518853325	7.921677643	6.650540436
Dnajc8	79.70677242	88.09164141	142.948405	92.00406671	63.30341159	62.61885131	71.94379832	79.1408421
Rfng	12.18354962	13.16715508	18.54153359	11.10978915	5.004150969	5.391370558	6.629552677	5.842507719
Pdzd11	14.23176311	12.0117688	14.93581648	16.39205434	15.82219933	15.11779492	17.52244847	19.59665593
Cd37	27.91149044	26.25661048	29.16984114	31.51402441	28.39319893	29.04687732	35.84178625	33.06838567
Naca	60.52647645	52.2958816	82.18168108	103.5596315	94.24595975	88.41873443	112.3543835	106.7765035
Ints9	8.833585293	9.271405847	12.99769096	6.781062424	4.093656409	4.373115708	5.172177476	4.984770629
Comt	24.42156298	24.20717797	27.78925202	30.76079873	18.49349717	19.14269347	24.53711783	20.61086919
Ddt	6.205232497	3.878894353	3.726330736	9.309456868	12.44806512	10.90838215	16.29030394	11.72753774
Gclm	8.289983028	8.069203785	8.065793145	7.539147185	10.76891367	11.54056492	13.23431197	13.51874281
Dus1l	19.28436793	18.25075074	16.45722785	20.18299803	10.97851753	12.23621467	15.03084906	12.80752028
Eif2b1	24.77925724	20.65150293	25.21563518	27.47642283	20.02224552	19.29736245	24.63520655	22.51527791
Ncbp2	27.46573723	28.02506355	32.31896353	38.3408822	14.13416066	13.80019648	16.46019634	17.03725867
Cd79b	0.075324786	0.10720179	0.029172401	0.267877868	0.773683159	1.16530948	1.462811251	0.862082633
Tipin	54.904152	50.7994758	67.65529217	89.0043858	42.68552659	43.16321279	50.89007051	52.04422922
Eci1	15.46490104	12.76578268	13.09091931	18.92336108	13.15837477	12.55131995	16.54598908	14.28007439
Tigar	11.37911859	10.73969953	8.387942407	11.07472733	10.52643489	10.89777802	13.23323321	12.45249633
Wdr25	1.371828898	1.245332508	1.180167547	1.639543332	0.45518845	0.653161677	0.689226388	0.639559587
Cops6	58.09975271	53.68511251	51.73160855	63.76235885	57.27211892	52.32262642	66.86588077	64.50609734
Rpl3	236.2548039	214.7329264	252.7225826	384.2058127	321.0810303	319.3456308	402.5757995	365.040949
Vps72	28.11499196	28.41315832	34.38657635	25.23378195	17.48950346	17.11073961	20.49277365	20.97723639
Rpl10a-ps1	26.72768737	21.28147759	21.73457587	41.10947818	35.30143399	30.47711927	42.95991044	35.8682817
Acbd4	6.591812721	5.589244222	4.649691873	5.400157707	7.40902342	7.122104021	8.234156351	9.17848127
Pycr2	29.53468822	20.97082876	12.82149195	33.92955003	26.91012607	26.77789001	36.21271498	28.119425
Slc25a39	100.6324658	90.58307604	89.91382659	97.49607008	62.59153647	59.91280556	78.79598953	67.98395702
Zbtb8os	7.373618642	6.759150816	7.370436174	9.447808871	4.341727847	4.313975696	4.946107687	5.424694155
Micall2	4.968109526	5.350894184	4.825336098	2.86339427	41.10444927	45.0121877	53.77328819	49.39450376
Adamtsl5	2.24847358	2.439512511	1.909587531	1.634675411	2.865292123	2.668588324	3.387121911	3.241921641
Selenon	16.36156759	16.56253516	14.08441726	12.07515559	14.46392826	14.51017991	17.68231899	17.0232789
Ptpn1	16.94544263	16.2598059	13.59583603	12.14626508	12.8915889	14.34986061	15.67396646	16.95175165
Eif2s1	39.21739121	40.27179393	53.9717752	63.52051419	54.57633459	51.99302097	59.07639346	68.53682777
Csprs	1.037329516	0.825782459	1.481596378	1.730247948	1.191619862	1.515888059	1.365320483	1.876713741
Msantd3	0.464375589	0.657362383	0.465486829	0.733001382	1.147047968	1.299677401	1.442248577	1.487363644
Slc52a2	8.004029036	7.146711557	4.619432918	7.797972161	10.51382678	10.75384207	13.36494896	12.09731148
Snrnp27	25.89614483	27.02650122	33.13295492	30.28611371	36.418399	32.07994868	37.26559192	44.7395801
Psmb4	190.3401943	147.9231548	119.9520366	252.3254674	285.7228563	267.7046177	365.2817555	297.2631721
Dynlt1b	35.95322385	23.58697238	23.03864794	77.58418668	38.26464426	37.42139743	53.36717511	37.23757853
Peg13	1.74136558	1.815190826	2.29711817	1.198492538	0.682271519	0.948894862	0.89642902	1.056219164
Acsbg1	0.802541288	0.979004581	0.683406384	1.513259265	1.974197145	2.588480867	3.153682575	2.307915071
Gpaa1	29.6510257	26.75621354	21.89276803	29.22565552	14.71244646	14.21562893	18.40146255	16.22426378
Yipf1	4.031058735	3.908492518	3.397262166	5.158170315	3.240453667	3.483558946	4.019127086	4.028748437
Arl6ip4	57.59501873	49.16876122	58.79717563	64.77901398	51.70103626	48.19871937	64.62121818	54.94684373
Os9	51.12053137	54.88211925	50.24887186	39.30229342	28.43839997	28.36967871	33.61574266	34.3756158
Stat2	10.78018952	11.37611527	7.294579436	6.127592188	9.519967299	11.77088427	12.67238003	12.80902097
Rbm10	33.05185297	33.84359247	30.07848872	27.6845521	13.09883159	16.81603705	18.20755249	17.59438614
