"","UT1","UT2","Ab1","Ab2","L1","L2","LAb1","LAb2"
"Snapc5",4.72058916521033,4.55019156371226,4.96171917161171,4.92934566904734,3.75830284218899,4.11665262453071,4.17373646680821,4.16028477383125
"Trappc1",6.85303211076335,6.67696201529353,6.78971400581307,7.19539559792888,6.31421681946306,6.29776659280608,6.7300562390111,6.52991121275764
"Cfap298",6.06391270207632,6.3470787578469,6.54171424871931,5.53127707721705,5.34750773132162,5.41600113085758,5.58475533114206,5.78350434045252
"Rnd1",3.75822490121998,3.66588220432322,3.49409935420767,3.64631266583905,5.62002483220882,5.59957375065662,6.02223673700188,5.80799056656578
"1810037I17Rik",7.44186607591912,7.42766736524369,7.2975236430778,7.6219193737611,7.69411949302311,7.84235222255499,8.07828402577589,8.1438674604586
"Bcl7c",4.41548649651676,4.20563349224909,3.92709485138115,4.25251463459426,3.86257698830583,3.85078766887071,4.07373727288203,4.058818134852
"Slfn9",4.25907864612668,4.7368218812107,4.94299092386757,4.74603101354102,3.3566110301206,3.51266906278001,3.49099162336192,3.69346768295094
"Rps10-ps2",4.252667029265,3.82400939138526,4.10748620330055,4.21171134711817,4.23622151483465,4.20659473170809,4.66806212072487,4.21780322691465
"Uqcrq",7.81588120771116,7.27532982722118,6.9880311696948,8.23408557872623,8.15365094601968,8.16499422410046,8.64304125393226,8.33915839084092
"Gnb1l",3.69921409889022,3.56663641896488,3.27953677288769,3.74913858473532,3.08647718734649,3.20673203227975,3.35664763715763,3.15249766102362
"Gm7658",3.70435322753187,3.57839064635394,3.69344976342721,5.0131281014188,4.4830317512674,4.6334592814809,4.81300235820949,4.83380193481012
"Snx20",4.88585518172707,4.73663463892284,4.62784191803254,4.81559840851163,4.79042267136292,5.04330250761187,5.19509111778444,5.21236604982905
"Ppic",5.19006181547429,5.08873498022689,5.09849130205855,5.25289468942149,6.95342298717723,6.97066599016403,7.31930884556689,7.26834587102273
"B9d1",3.93873075264446,3.89328176441602,3.76274156976422,4.18693216783605,3.71784554875239,3.57803569945803,4.03252744007751,3.60257999156735
"Pla2g5",4.25313329451731,4.26824349212136,4.18028930665663,3.94671134759388,4.95444501891385,4.96774827499348,5.2507711455635,5.24040340137418
"Mrpl40",6.57146842248627,6.74782766815664,7.02815675624101,6.70188199468333,6.29330805431662,6.30910742574966,6.54032012592196,6.70577661731193
"Pigyl",5.41889557328657,4.80872926156293,4.4838549344344,6.04143622264221,4.91357200668496,5.08233965498675,5.42382497073658,5.12699864478194
"Rsad2",3.05131134731007,3.21845296072289,2.85755689659032,3.05150235806482,4.82588538355845,4.87692810289847,5.15892269857296,5.0997421728656
"Scrn2",4.64093809297793,4.407459170715,4.20453160255593,4.80659283116076,4.11756465270445,3.98416465631094,4.38626361772497,4.16091369783939
"Borcs6",5.02647043099139,4.6989211583163,4.33081320214648,4.97771876329555,4.14687398516753,4.26988058955046,4.60136855610162,4.27058214779932
"Guk1",5.67557625665733,5.42728237116254,5.30775568097841,5.92588683815749,5.79273318779705,5.74033119774957,6.1594143885065,5.98902703293024
"Pfdn2",7.03084025744956,6.92843683346388,6.71238639008689,7.09402699774688,7.18762055290788,7.18208163895633,7.49063991313184,7.54469142271036
"Ak1",4.03166636744694,4.17952815060105,3.68051751034377,3.65736895575589,2.91082855458416,2.86120448142063,2.90458438381647,2.98926097573919
"Mcrip1",6.7748183760366,6.53309184101302,6.44892815387514,6.91226092520869,6.59226231118817,6.63427630456691,6.9987611465854,6.87544092177762
"Gm13436",4.68144531950866,4.3107975743185,4.28746310808795,5.16640801028023,5.1398733951714,4.74725735761172,5.44615521116387,4.99762121353961
"Gm18736",6.01209632466196,6.05217778657189,6.47063347045036,6.42083365769637,6.48221361900975,6.30291714597091,6.76036162407725,6.67411079838807
"Mir692-2",2.87799045044637,2.92585090275118,2.89160266148538,3.33463143720039,3.16041181930448,3.42198146824775,3.56001332754954,3.28523003316721
"Rps12-ps3",8.71588900591776,8.46477241387067,8.57617090915852,9.19145210592511,9.1604089514816,9.05721881674895,9.49904960852321,9.40058980589392
"Lrp10",6.65741283972205,6.62522155611356,6.1435856146492,6.2074622286308,6.0503978442391,6.20962112785034,6.52170909410046,6.36800405673375
"Pet100",3.39802194962138,3.27128808074127,3.13906916501177,3.68003511828216,3.31854486593762,3.45463310351426,3.36457235685351,3.69409520582886
"Vamp8",6.50039528825949,5.86667904709582,5.53772805734602,6.97896009946465,6.44268113765077,6.45725016334877,6.85705458421204,6.67838659235588
"Blvrb",5.57065388325031,5.5579263769448,5.52866800970332,5.64045529947136,6.41574794079093,6.48111834232933,6.8436130574417,6.69042712620831
"Cd3eap",6.34198040356213,6.54173837626812,6.56987698875709,6.06366316108685,4.91251413841969,4.8348280028576,5.09466345950058,5.20794095041829
"Gm34432",3.05660521339705,3.02145894992165,3.06482138607587,3.00463468438726,3.19535405785924,2.94765624777832,3.08287485762324,3.2673123411252
"A430005L14Rik",7.07299827964383,6.90089094307277,7.10461817456609,7.22151366898623,5.43152751691399,5.56429034955986,5.89878694239436,5.68785712751467
"Wdr83",5.10617611646519,5.00249696830658,4.77760243719681,5.06515794226342,4.4341292061746,4.42001968638832,4.68950264599277,4.66733207866785
"Yif1a",6.09135233361904,6.08894139887213,5.93678568726096,6.33367948511925,6.00618269528518,6.12370029850912,6.45343202330064,6.29821565893791
"5730409E04Rik",4.55749395398619,4.62343068025967,4.07973477731358,4.3453899376898,3.47514156750266,3.63112683885538,3.77635810554352,3.67044200779617
"Rpf2",5.61430249765269,5.9559883955218,6.76161229203146,6.59157166119651,6.78391094718787,6.80860850221114,6.95554094726542,7.27342450824404
"Gm7027",3.06322960540022,3.03439826144531,3.11127018588335,3.08504453296522,3.21960878341392,3.12536678027611,3.21101983668934,3.36435844497233
"Ahsa1",7.07064753548501,7.0036820945466,6.73243460688886,7.12242589105824,6.69373641359619,6.72135852878776,6.95066844402525,7.10844355018214
"Mcat",5.63983656079881,5.40621430806963,4.96745165566574,5.50963792918441,5.78053854595252,5.91498406817194,6.19973618585736,6.1108504195544
"Srsf7",7.65140243402788,7.30665051646332,6.90117550322225,7.85499222384076,7.26250532506089,7.25461713422896,7.57475547309489,7.60013280437387
"Vamp5",3.46524929675702,3.25129725378642,3.06029644895711,3.53490603514539,3.31353010324959,3.15736159880612,3.28978463942365,3.43634249904368
"Rpl7a-ps3",3.51817517883157,3.52953254407003,3.24714936150179,3.20187920094475,3.19186915843725,3.18869587732701,3.00821383908007,3.56154523459598
"Trappc13",5.10886223924661,5.28850351300879,5.29189462765006,5.52135375387205,4.49013545834207,4.6377566013644,4.79837797715384,4.8474759315643
"LOC118568473",2.88729487524679,3.04784823276551,2.83111166380193,2.93832361023016,3.22110789195225,3.17571966488621,3.41833802493826,3.20537553229066
"Adprh",6.66401702099365,6.56797044442153,6.18223906506308,6.54158227500435,7.27366328664128,7.30710347149778,7.70063997973811,7.52778617207773
"Bst1",4.01894210783831,4.14340729734981,4.17673967909946,4.00391138526673,4.16115893743792,4.06593051256949,4.31906555787127,4.36392146768031
"Bud23",6.12827395075267,6.06682939252882,5.7917381583095,6.19700598513541,5.41964701546453,5.532766137384,5.80413525063182,5.73899532853415
"Tmub1",5.05308373252554,5.14278716933247,5.09536817400112,4.83087929269529,4.54151158084345,4.39237383577015,4.83247235794657,4.59655813335235
"Atpif1",7.19506712161353,6.77329139343638,6.68454900256507,7.42452589146622,6.9431305995295,6.82331901117839,7.21907779176455,7.19586950772991
"Dstn",7.28779264220432,7.5364784078607,7.66718164016964,7.60495389719965,8.15897566525769,8.10614113885342,8.33201369985516,8.58879671677725
"Ubl4a",6.18539410108914,5.95469739203968,5.86042058793193,6.31164201209641,5.7749528587885,5.62251085182426,6.10415416530645,5.8892497615422
"Ppil1",6.6799183370938,6.52214116178458,6.09587084683935,6.61716658825406,5.43060863930006,5.50164339482726,5.81173102435307,5.70412780277366
"Gpn1",4.7675187941353,4.58073659100156,4.5040781856114,4.86099812444847,4.2275622723245,4.34387818817796,4.57572430685112,4.46755670602309
"Coro1a",9.75632942753258,9.4242926912464,9.00058726633807,10.181355523814,10.4528862749194,10.4747042026857,10.9424818996444,10.6341588907522
"Gm3226",5.38874236294719,5.94427838548644,7.00119931775151,4.6818851202546,4.02265702645365,3.66483450631041,3.95220696706922,4.15952763726775
"Mrpl54",7.23963939474806,7.01040740707841,6.56916469508217,7.33908761818387,6.80758750679082,6.74807860312788,7.09044577065401,7.10296904329272
"Ccnd2",3.31835948394238,3.30625314897095,3.10515525692615,3.14838629307047,3.49064205689139,3.55867695868531,3.68145660410517,3.69445585354723
"Aar2",5.37732449910994,5.29902364253627,4.82695927014484,5.30389076640161,4.02581036344936,4.37065579677974,4.52588277302781,4.33811501790967
"Lsm7",6.36969408755443,6.01348536368553,6.22827997445985,6.85660598272574,6.43472867863253,6.29393523425758,6.76448814196769,6.58463145278781
"Nxt1",7.34371615725968,6.97360734440632,6.94276771804413,7.70004528211357,6.90931148848754,6.93128555846288,7.27864087713957,7.19646615537546
"Nat9",5.3837512251567,5.20833673251673,5.22780332339438,5.40006237814765,5.63277353174242,5.68907875655742,5.9479111551359,5.96723898356222
"Klc3",3.92822870098169,4.1600820476294,3.52152859493878,3.64238742225157,3.67809175999911,3.40232665743307,3.84713416574752,3.56317530189254
"Jrk",3.94385229539619,3.992214458224,3.6197013975493,3.83227200286435,2.85736927165833,2.97735057667158,3.05748599910224,2.90004876777508
"Tyrobp",10.1636660744588,9.99692461650756,9.94306118668879,10.5470927163068,9.81722777931433,9.78887786904178,10.1492528181242,10.1164392947695
"Ddx56",6.85690425763468,6.6672105640102,6.44667569253662,6.65669538467744,6.40184130049562,6.49472623045532,6.87101732188507,6.63395167467698
"Tysnd1",6.37262703540888,6.18028428585269,5.95736551277289,6.00624841446245,4.94504436728977,5.10802343198191,5.43706524277716,5.14722383590513
"Klrg2",5.36762051860578,5.4100774558387,5.1428936195525,5.11083730899765,4.31014361623561,4.56101450174056,4.77725501106971,4.57886761600526
"Oas1a",7.37100917629383,7.14450335021486,7.11431733122221,7.57532164917894,8.72446642491315,8.64615538234215,9.05561990656299,8.96689719915816
"Rab20",4.27619921755287,4.11455330093276,3.69522788612179,4.1743134497412,5.63114631295972,5.71995026833071,6.02090797750709,5.91508144284835
"Slamf9",3.40739032378036,3.25805326884668,3.35593821136883,3.7654162558391,3.61717724055814,3.83961979516494,3.92122582155393,3.91055313587872
"D16Ertd472e",4.06320051361692,4.19451063721746,4.03162836975735,3.91225072655653,4.36794232626726,4.39980288771906,4.57659390577463,4.66965805276381
"Galt",4.68361017811729,4.48131274458543,4.83878238317135,4.58249800290042,3.9691531396008,3.98496418303704,4.0462785591178,4.31593505155147
"Bak1",6.93657177493545,7.16601725305491,7.70309327828592,6.80665921773027,6.58721687883672,6.61635683626858,6.92270415000452,6.90272212074497
"Lrrc73",3.17589089057417,3.02130429879731,3.00811615387849,3.19951069503981,3.28513660497076,3.35242870243436,3.57054712115615,3.31813772068617
"Zbtb45",4.65545651475739,4.56135803236577,4.82634904356412,4.31800988304384,3.19633388474136,3.38835963623167,3.46021483060133,3.38325097314108
"Gm5207",3.40225553031372,3.42101459402698,3.4220393482249,3.37312024188531,3.08880747034486,3.14801817775253,3.22242457356128,3.21496426562468
"Nifk",6.88562667467429,7.24817243914177,7.74473998383786,7.60684127409261,6.98137843274334,6.94151023476864,7.14307812692529,7.39843978592491
"Irak3",4.37374638006227,4.43267737204671,4.43858474223011,3.79969976751902,4.62811007840019,4.74188680615124,4.92965673917104,4.95070422180661
"Crybg2",3.32564751863539,3.34780461040586,3.31514973270434,3.21029952823135,5.8833244412358,6.14586916886321,6.31607122678416,6.31946334610817
"Mrps16",5.43257280446427,4.98005755137503,4.79581612589111,6.13047127714866,5.96782521500621,5.88595180431998,6.40785346281041,6.00913687340036
"Fkbpl",5.24885468672097,5.07665789753476,5.06090222527646,5.48953210555936,5.18593358632907,5.47007827827816,5.64078859072433,5.58623987943474
"Mrpl15",5.58131321211146,5.56604486172893,5.238912527853,5.49973445259098,5.32880832340389,5.3124381115911,5.4281027635987,5.76013896344844
"Tcf19",6.83134941106461,6.72944322743597,6.57626399581687,6.92850109751156,5.20544763150961,5.3063178120861,5.54992167380708,5.51797116593195
"Snrpa",7.40370507801963,7.51798774793883,7.85608477588998,7.17420268831025,6.72706826069696,6.77382377061047,7.069850572047,7.04905258651539
"Stat1",3.71087288010678,3.70134621485015,3.6643271854333,4.02905680893443,3.88831397483773,4.08640781603948,4.21851006216169,4.17323734518564
"Urgcp",4.71732860138861,4.5908233058163,3.94295243818848,4.28299556032641,3.63973120322107,3.73634473420113,3.85903452797149,3.8729052906927
"Smim12",6.41119894689877,6.18707154544389,5.89251532239264,6.72535856677622,5.92860277382765,5.98980722155831,6.39616536040831,6.09478235989332
"Trim13",3.73081112685646,3.68935187230897,3.94561538725475,4.10915194147965,4.01026099070869,4.46577058340073,4.48040498618884,4.47957773559696
"Socs3",4.2651477539031,4.24505215961347,3.74671964271195,4.00962242478345,7.04900251098999,7.30681694461929,7.59116230112665,7.3890788051876
"Cnpy4",4.89866222503979,4.95811289747951,4.88555268094876,5.2175160198892,4.49170228544898,4.61992081250125,4.74576404833023,4.85856600447067
"Ifngr2",6.22620234054352,6.41798883821855,6.42930091821753,5.97054131312585,6.05893021547442,6.27592770296271,6.37294683320711,6.56326257957496
"Cutc",4.66335407383547,4.42641700426481,4.3729605446568,5.02518291526117,4.85956548183874,4.78665363376996,5.02892855974782,5.13674305312295
"Mrpl52",6.37796685206879,6.0329252714765,6.24317412283235,6.90296463284233,7.84055610285593,7.84613829206202,8.31010655528041,7.98638970738538
"Cirbp",5.41808122221035,5.47786747837962,4.97693486807482,5.56843140445188,4.97523220546795,4.84801583294159,5.12012277111389,5.23255796665489
"Rps15",12.2297102969902,11.9614060383247,11.9101669001996,12.3839639446967,12.1390759609057,12.0594421847204,12.5017346903577,12.3392404780766
"Gm9776",3.43554713726289,3.49020083476238,3.21998270757376,3.27756359431146,3.03349369155852,2.9118123769457,3.11394042500391,2.97755949182649
"Gm5620",3.18409689189136,3.41950599304815,3.68201718751736,3.35713261539475,3.04883165184075,2.87131600397695,3.01751156007799,3.05350640808789
"Ccnq",6.31904621047538,6.13020696045076,6.21355324574458,6.39315751954691,5.53886106889145,5.5176774361671,5.86195025999401,5.75777396954543
"Xrcc5",5.4967773346483,5.50688320027673,5.7314257458635,5.68822488312008,4.84654150434728,4.8290081403115,5.01429198035972,5.17572191384879
"Dtd2",4.48016482782765,4.50189699747195,4.36441216695077,4.61101249361473,4.17826959831521,4.12821742812219,4.4038877303014,4.33742258214212
"Asf1b",7.66869011332749,7.64995742901261,7.60008761768563,7.53126433520389,5.7456209399095,5.81129029089252,6.01425099005789,6.12071999202937
"Pld3",6.26334613049076,6.46898818331715,6.57293730054173,6.1737247735227,7.53504320421736,7.56009666587849,7.89073215479664,7.82808968949601
"Casp1",4.45424458754334,4.66865159009007,5.12675476619543,5.26542743002048,5.32923563004885,5.44641967239151,5.5377340926214,5.78827087725793
"Tmem175",4.26669023290345,4.2827131128334,4.23063187251401,4.18424154305771,3.94541800517471,4.0883401220556,4.22364469019461,4.22454145366414
"Ccne1",6.34116326865461,6.35095666297582,6.12657635480288,6.14080537306231,5.71909300750319,5.84651317044375,6.0419683254311,6.10248298867671
"Sp140",5.05832733811866,5.17834028883944,5.42135332483473,5.0986622614655,6.20230299661102,6.1427066010893,6.42167383482982,6.51714352254331
"Caml",5.75702803593337,5.51270851731114,5.48982342310606,5.51972949382872,5.35230685513808,5.53297709477858,5.72368990636134,5.72342141508546
"Wdr83os",6.11804538280968,5.89068694928603,6.28508947041853,6.3236980273904,5.56485012231355,5.64371054284196,6.02402509569477,5.73283289094803
"Timm8b",7.55615571405037,7.23253699209003,7.26151093991249,7.85638924603435,7.92890531175648,8.01976205235145,8.35421020617746,8.21667473284684
"Lage3",5.88605351720128,5.58299670226403,5.63380109123785,6.35273968641677,5.40897824602841,5.36189855748492,5.70420646360677,5.61888614480896
"Llph",6.77674001605406,6.88222789018436,7.54325111512881,7.1327464445373,7.21290494445412,7.24490871813616,7.44712441011198,7.6232516159156
"Rac2",9.83708479859464,9.95017875024838,10.0000675055953,9.75635355781352,10.0517886666285,10.0862396982214,10.424137401334,10.3475132165301
"Isca2",5.73113382641514,5.64464303341182,5.395484507061,5.81009094422495,5.99595859991656,5.99178495351252,6.1919919933148,6.37509759912728
"Smim29",5.47730531238877,5.38606974929755,5.64346044131654,5.70203962178731,5.91477981474296,6.00690750344616,6.31604771420631,6.18144037384295
"Pafah2",4.24856990306386,4.25411626600836,3.71695127044114,4.02366017528824,3.41563105666469,3.67262818100047,3.77620815415297,3.6303498686499
"Poc1a",5.00364656118178,4.64206058091017,4.62881251254064,4.85143350811233,3.78417663931837,3.54846758980472,3.82235698216995,3.86718680799722
"Rps2-ps13",8.33275822943376,8.04350459339329,8.45874742471792,8.36283360308083,8.43881146449238,8.06322623263937,8.50266308018971,8.65299045758849
"Eif3j2",5.29515871321678,5.46777036258192,5.61370203369525,5.74137638655097,5.26064317652512,5.26082193026246,5.31018917853195,5.72939381140197
"Adsl",6.28998927933797,6.19163589360597,6.13359290107836,6.31818278949527,5.83301410963353,5.8687689415725,6.14700436635296,6.12833583352729
"Gm13408",4.92552659559789,4.6047669916047,5.32321403659345,5.27262729448682,5.24210829843755,5.07221067551204,5.48630465824086,5.36444290729857
"Mfsd3",4.04842208159156,3.76026894517932,3.5655474191407,4.38083833271844,3.57370005411864,3.76142460520549,3.85171542165982,3.82751649407145
"Cd300c2",5.1956909861634,5.19344059188761,4.66846868723252,5.31601838446418,4.67642823788899,4.72181103903941,5.07354769250414,4.80181614213976
"Pfkfb4",4.90127750256111,4.83881459417795,4.20604510594919,4.47362679947849,4.18242744897705,4.26670747203121,4.42866819107329,4.45833245546909
"Mettl18",4.66009468144883,4.64170069631006,4.54137917535507,4.9451259950446,3.88698864894286,4.29185673928483,4.19775338626551,4.41778782733728
"Nudt1",4.99964306220582,4.26160575880755,4.20578608218505,5.45259921374439,4.40027510618347,4.53230773379341,4.78238105713646,4.61265006339465
"Nenf",6.35679786560681,6.01280811235565,6.18786654695486,6.66731634355196,6.25732670139123,6.33911563888702,6.74217668604253,6.41920554538017
"Suox",4.4361026490929,4.43893680888089,4.12507376677134,4.12906475498801,3.41264831899433,3.46849355680842,3.53509113273616,3.63198577515719
"Psmc4",7.91927920504677,7.74667596921559,7.85122912884928,7.83593342595597,7.58397978412152,7.63731972793431,7.95038076936103,7.88270884361037
"Tyms",5.21762566765435,5.13171839341569,5.42689526855867,5.60152656445829,4.61679980071002,4.65010227039809,4.87200650586633,4.88054827296746
"Rbm3os",3.19028183188604,3.08500046538493,3.06531808951396,3.02218976800811,2.98239608850305,2.79363987483811,3.06055508466433,2.82273586971061
"Immp2l",3.36985260797148,3.07565245833856,3.06913629558301,3.22612653190201,3.21223404072748,3.15806197655591,3.33268351009011,3.25094184734483
"2610306M01Rik",4.16333616860152,3.87677989376804,3.62552181118713,4.03333031504801,3.9092869711022,4.15237317691493,4.3586592309508,4.10194971341871
"Kdm8",4.16075812389197,4.06142877174885,3.69480978885114,3.82537683899874,3.14197200298179,3.30073133560957,3.28747582408189,3.38233347978408
"Itgb3bp",3.44181105289884,3.42849701993579,3.74262865089992,3.83924884877865,3.23081636340642,3.18115729343554,3.16489515710722,3.45759879504124
"Nmral1",5.96684309992596,5.90103779389871,5.7825908917191,6.15995798090399,4.94065189380414,5.02698561851868,5.26741658386012,5.21492443450551
"Hoxb7",5.36436375578768,5.46923568593027,5.79851623698546,5.48510392133813,4.77723688417821,4.81572010570472,4.97300901772092,5.11705214782932
"Tpst1",6.68146713128812,6.79702563722373,6.64619975502037,6.43949342835888,5.80289653726057,5.94548444350886,6.17141984483712,6.14568203832725
"Myoz1",4.2237073929673,4.10277204174267,3.58915135795265,4.23429596469079,3.63846515785658,3.40595302258776,3.73684435514749,3.62211863733207
"Gm6451",3.64909795190651,3.81549409109903,3.68333962509158,4.1671327644672,3.91595985996653,4.13973296447037,4.17068673592363,4.29342731629054
"Washc3",4.81262137957522,4.80314158296175,4.89185631977307,4.98761230166,4.78765083551945,4.76052630582518,5.01391624810422,5.03053606058353
"Rmnd5b",5.4920119224387,5.37257102580464,5.21890374167432,5.45711298796614,4.48227239003436,4.61897334074668,4.88519684269358,4.68006618513425
"Mgat2",7.03820563960697,7.13801347040085,6.68083756343793,6.75247937518002,5.46896715064758,5.68805866376386,5.80747237067248,5.90592730674819
"Crem",3.42418701349759,3.38005947634375,3.36265529567787,3.49659695282976,3.93768285727233,4.09134378277974,4.16869519819378,4.26243847926949
"Ndufa12-ps",7.2560524692005,6.98220844840784,7.52696684888442,7.37259670779699,7.27774770637095,7.16178547051198,7.42537990121407,7.61616120190172
"Timm50",6.96261725294466,6.81408289298052,6.60792190129638,7.19185044443126,6.31999014513579,6.24571127468575,6.56845518822991,6.57879186505591
"Zfp688",4.23174584458066,4.17857113251427,3.84160359522296,4.27271124653543,3.85456117511841,4.12531882231634,4.24377675878573,4.13731195869612
"Iftap",3.77527077247792,4.00175304655464,4.63640426140003,4.37232047901005,3.97759330948183,3.97261080096699,4.09855323652233,4.24189737251685
"Tcea2",3.85026815935497,3.85615790349259,3.58183951168642,3.69580827403513,3.82891411994484,3.95878361257634,4.12774622557681,4.03614797024183
"Zbtb48",4.10687352307745,4.11659977625581,3.76388817141091,4.18567832855199,3.42102476606164,3.52817491261186,3.67729774876973,3.55834537363431
"Mrpl42",6.06263605056588,6.34645542633589,6.51967188442061,6.51898372302315,5.57610190237454,5.68614327597622,5.82851198979383,5.98274843670835
"Gm13375",3.27266992811134,3.26062905653184,3.30415269038082,3.14825761441165,3.0900278194042,3.06226262500156,3.1165992169753,3.21174456099253
"Ost4",6.74008668339392,6.59538523619153,6.84143722287501,6.74588206794417,6.11562390691198,6.12335385338311,6.48464488972088,6.31751485871334
"ND6",10.6456027340612,11.4307701818534,12.7955396441789,11.6267745733932,9.78461359918043,10.0641725358673,9.8076652595835,10.5768787876032
"Def6",6.31391015382359,6.3040243855831,5.98590923169355,6.04761354942995,5.93217093826295,6.02856218351049,6.32454729825478,6.19653677045074
"Lsm10",5.85378635351347,5.71437776350348,5.65781491475311,6.02889749857443,5.53003650089159,5.60068656227916,5.91696869653291,5.75220747229882
"Ptges2",5.01107903531447,4.64159685738511,4.40695922760147,4.93950481687189,4.7360552026468,4.77044268343192,5.08202319069317,4.90416209102686
"Irf2bp1",6.1193650053642,5.98570683375413,5.46056806373617,5.80429713206344,4.82869297975676,4.92657887857568,5.11407156571528,5.14010574172977
"Ninj1",7.5574797862421,7.53603616734421,7.72691897826486,7.53677943478001,7.55509281271424,7.52189316469758,7.93165504344798,7.7367141699417
"Mettl22",3.77488044611508,3.8225186595948,3.77020738446979,3.67426255511957,4.0055906281778,4.08491758213831,4.27199659462436,4.21747038473207
"AW146154",3.05444047865104,3.16726634708374,3.27892647591455,3.38056415297158,2.87344290070138,2.8415534914087,2.8740321818661,2.93710913931352
"Rpp40",3.69467373937504,3.6618635642071,4.03359658561085,3.84710279009072,3.74678214641211,3.64116612492549,3.78355645975458,3.94238130916529
"Elob",7.52280891857738,7.35234360066815,7.42043400239593,8.01206916966555,7.73764639452616,7.71382551022175,8.0831678463218,7.96526114432806
"Nudt7",3.12485264221997,3.12283122413705,3.18918991392438,3.2768149592726,3.17274734386809,3.18908717625758,3.33618175719595,3.22959996780142
"Vdac3",6.77236768368802,6.77810070054602,6.758597032748,6.97546035918073,6.8676640275039,6.95540080162355,7.05052437764761,7.34882878691752
"Nudt22",5.96153316754664,5.59241959995064,4.98087628680457,6.06633574464896,5.95477723483737,6.02414640896444,6.35537349375229,6.17664473380615
"Irgm2",4.13131305490369,4.12489727986953,4.02726806412262,3.84612579960968,3.41982934340987,3.56055004060913,3.71936935198511,3.54604959187687
"Xkr8",3.32864544227828,3.28566362824873,3.12361520432554,3.24192208806645,4.1365496816634,4.24854827342612,4.41677481977336,4.38893645274346
"Gdpgp1",4.21191052751717,4.04048557066438,3.93608447604439,3.91936621333016,3.13824650430116,3.24250842656479,3.35127318790402,3.23594384531039
"Tor2a",5.57805613908387,5.48723008381432,5.16237943970672,5.70605628796414,5.64942192103145,5.70199680122612,5.98315723345309,5.91096702448643
"Map1lc3a",4.41699023457045,4.1423531926409,3.9874136101868,4.04188724322963,3.97273279333932,3.98192938880382,4.15754513212673,4.18254561385027
"Rhog",8.21943015899302,8.29236450398579,8.49925040409405,8.13228368495955,7.55228704456584,7.76167780801524,8.00597376609105,7.90454059411258
"AI837181",6.14835418095761,6.05482960889716,6.09972405409397,6.2168184448893,5.67792162714287,5.70206832195997,6.04908503439121,5.86662403911213
"Slc9a3r1",6.70711567905929,6.73761019792033,6.3923451316369,6.33907420829273,6.25982969944378,6.42938610775052,6.65957121698613,6.59851106654287
"Pyurf",4.17382578119425,4.17736719555486,3.95486858471733,4.04337888645511,3.88283567980472,3.93377530224841,4.09885301760078,4.08870355817364
"Nat2",4.30312459815167,4.34124551958824,4.31131263512019,4.58440667867834,3.28170969591155,3.70544079243554,3.51226045820573,3.7820212020437
"Dalrd3",5.8886311575474,5.89161397659032,5.65143650908469,5.89971157186629,5.06932793615548,4.97340091593584,5.30353332274726,5.24155106218019
"Cox6a1",10.2489108762314,9.9361964495897,10.0447608357483,10.3363110058213,10.117981024467,10.000420215723,10.4432507531546,10.2759034562462
"Tsen2",4.07603292596786,4.09499673945458,4.05617228584214,4.105142168513,3.56141546685978,3.7148125841842,3.81432843977833,3.7827922678219
"Polr2g",6.81125060988065,6.63152564777349,6.53147650975507,7.14847167117563,7.49055421971187,7.39874277324099,7.781630054095,7.69508157836097
"D330041H03Rik",3.24602178285722,3.23235482890763,2.9447269389851,3.13598654527521,2.75831965437542,2.79050651499341,2.78900512598146,2.81968890573372
"Cd14",10.8345776345536,10.6874088747042,10.8737061141239,11.162065618454,12.0869365672339,12.2759452185504,12.5557249712746,12.4102991981371
"Sf3b5",6.84478107979054,6.46200137759196,6.02217032767339,6.84646485249601,6.23985009030382,6.12350434688275,6.45784757664284,6.46826114214019
"Nme4",4.42182541787985,4.41781849167123,4.55378771886252,4.73020707580588,4.14246093664828,4.18590000585134,4.37656137167873,4.36037644597844
"Alyref2",3.39059600204348,3.40998810088547,3.21377892500508,3.37022894019161,2.87686624706343,2.90513493165003,2.9218623877106,2.96607621550862
"Mindy1",4.73060601418466,4.81708553297475,4.59492447873403,4.55923262660199,5.35737550984431,5.51806343764505,5.72040312711399,5.68198425191122
"Rps27a-ps2",8.21849607769683,7.73588082838501,8.11798054627103,8.84584800962942,8.76866193609276,8.86347513096972,9.14940536440621,9.07841700723546
"1810010H24Rik",2.97504773222478,3.14238144920032,3.07505740177673,3.14570424531863,3.06908387537305,3.19561327288148,3.20467833931077,3.25008573251928
"Bscl2",4.8476960666941,4.86860445254567,4.96080162624201,4.90378322029506,4.33336593924695,4.36939104042815,4.64114482049678,4.4880974906396
"Insl6",3.7163911697684,3.91587560528909,3.47178150675961,3.88473312124617,4.8609075774661,4.8003549790922,5.00009132972275,5.14334648729132
"Zfp691",4.19350869162892,4.14829504014189,4.08397588971411,3.74624251028656,3.56763394882182,3.68463029119857,3.78002980032421,3.78816971191526
"Ndufa5",5.91174453590461,5.68127045887631,5.89223986968086,6.58770685104392,5.73381562523559,5.81767775442637,6.07401879269155,6.01723379637013
"Spc24",6.38281543143477,6.28360549303946,6.41377573834301,6.67210651045799,4.95832784338138,5.19020146400502,5.34470425830268,5.30955821914371
"Rrp9",6.2310917530321,6.1307990341233,5.67055023372445,6.29225779911149,6.56312150842228,6.56730987376435,6.82298942935042,6.87282904986556
