gene_id	GCK1.1	GCK2	GCK3	control1.1	control2	control3	dex1.1	dex2	dex3
ENSG00000197123.9_4	0	0	0	0	0	0	0	0	0
ENSG00000251618.1_5	0	0	0	0	0	0	0	0	0
ENSG00000155034.19_7	198	97	85	184	98	125	122	91	79
ENSG00000223904.2_5	0	0	0	0	0	0	0	0	0
ENSG00000172461.11_4	0	0	0	0	0	0	0	0	0
ENSG00000255282.6_5	0	1	0	5	0	0	0	1	0
ENSG00000199805.1	0	0	0	0	0	0	0	0	0
ENSG00000236133.2_8	0	0	0	0	0	0	0	0	0
ENSG00000279248.1_5	0	0	0	0	0	0	0	0	0
ENSG00000259301.2_6	0	0	0	0	0	0	0	0	0
ENSG00000224645.1_6	0	0	0	0	0	0	0	0	0
ENSG00000168876.9_7	260	312	202	450	182	425	254	687	266
ENSG00000163734.4_4	38	22614	239	9	15355	668	72	20710	2655
ENSG00000263547.2_8	0	0	0	0	0	0	0	0	0
ENSG00000264600.1	0	0	0	0	0	0	0	0	0
ENSG00000251920.1_1	0	0	0	0	0	0	0	0	0
ENSG00000232446.1_5	0	0	0	0	0	0	0	0	0
ENSG00000234354.3_5	34	8	14	19	17	16	23	6	10
ENSG00000272990.1_6	2	0	0	17	14	17	10	21	3
ENSG00000164500.7_4	0	0	0	0	0	0	0	0	0
ENSG00000267400.1_6	0	0	0	0	0	0	0	0	0
ENSG00000256835.1_5	0	0	0	0	0	0	0	0	0
ENSG00000263955.1	0	0	0	0	0	0	0	0	0
ENSG00000166311.10_7	3726	2392	1242	4458	1836	2106	3073	2576	1626
ENSG00000275197.1_6	0	0	0	0	0	0	0	0	0
ENSG00000202269.1	0	0	0	0	0	0	0	0	0
ENSG00000211920.1_3	0	0	0	0	0	0	0	0	0
ENSG00000100209.11_4	467	412	402	704	283	661	299	899	441
ENSG00000238975.1	0	0	0	0	0	0	0	0	0
ENSG00000280063.1_6	6	5	7	8	0	8	7	0	12
ENSG00000239586.1_4	0	0	0	0	0	0	0	0	0
ENSG00000218359.1_4	0	0	0	0	0	0	0	0	0
ENSG00000172199.1_4	0	0	0	0	0	0	0	0	0
ENSG00000279069.1_5	18	20	12	18	8	27	11	9	11
ENSG00000197272.2_8	0	0	0	0	0	0	0	0	0
ENSG00000223761.1_7	0	0	0	0	0	0	0	0	0
ENSG00000163931.16_5	4680	2120	2363	4200	1465	3180	3869	1555	3717
ENSG00000259449.1_4	0	0	0	0	0	0	0	0	0
ENSG00000087074.8_5	189	41	123	159	98	127	110	75	143
ENSG00000224931.2	0	0	0	0	0	0	0	0	0
ENSG00000255217.1_4	0	0	0	0	0	0	0	0	0
ENSG00000188626.6_5	1	0	0	0	0	0	0	1	0
ENSG00000009954.11_5	1031	872	659	1229	837	1012	691	1331	724
ENSG00000116754.13_3	636	602	342	1006	375	706	408	1561	463
ENSG00000225270.1_4	0	0	0	0	0	0	0	0	0
ENSG00000277449.1_7	9	0	0	17	0	0	0	4	0
ENSG00000188266.14_7	33	44	20	58	42	92	28	68	12
ENSG00000258231.5_7	0	0	0	0	0	0	0	0	0
ENSG00000286743.1_2	0	0	0	0	0	0	0	0	8
ENSG00000267387.1_6	0	0	0	0	0	0	0	0	0
ENSG00000223756.6_5	13	0	0	0	7	0	0	0	0
ENSG00000213593.10_5	6174	7857	4602	7357	4796	7164	5373	7488	7096
ENSG00000244292.1_4	0	0	0	0	0	0	0	0	0
ENSG00000225334.3_9	0	4	0	0	0	0	0	4	0
ENSG00000171714.12_4	0	26	0	0	13	0	0	63	7
ENSG00000270761.1_7	3	0	0	0	14	0	0	0	0
ENSG00000238083.7_3	58	34	49	176	31	83	49	115	49
ENSG00000033050.9_6	4065	4140	2172	4363	2265	3598	4757	3085	4364
ENSG00000233969.2_7	0	0	0	0	0	0	0	0	0
ENSG00000198856.13_4	9266	11120	11233	13416	7142	19410	7705	15439	18169
ENSG00000225750.1_7	0	0	0	0	0	0	0	0	0
ENSG00000205318.5_6	0	0	0	0	0	0	0	0	0
ENSG00000253691.2_4	0	0	0	0	0	0	0	0	0
ENSG00000164989.17_5	77	41	37	125	32	76	57	99	38
ENSG00000287078.1_1	2	2	1	1	0	1	0	4	0
ENSG00000249764.1_5	0	0	0	0	0	0	0	0	0
ENSG00000130147.16_5	592	642	467	746	540	653	712	691	625
ENSG00000273066.5_7	0	0	0	0	0	0	0	0	0
ENSG00000200422.1	0	0	0	0	0	0	0	0	0
ENSG00000226367.6_8	0	0	0	0	0	0	0	0	0
ENSG00000239049.1	0	0	0	0	0	0	0	0	0
ENSG00000057468.7_5	4	0	0	0	0	0	0	0	6
ENSG00000168703.5_4	0	0	0	0	0	0	0	0	0
ENSG00000248196.1_5	0	0	0	0	0	0	0	0	0
ENSG00000157303.11_7	0	19	0	0	13	21	3	0	9
ENSG00000212295.1	0	0	0	0	0	0	0	0	0
ENSG00000236847.1_6	0	0	0	0	0	0	0	0	0
ENSG00000285524.1_2	0	0	0	0	0	0	0	0	0
ENSG00000177504.10_5	0	0	0	0	0	0	0	0	0
ENSG00000167107.12_4	486	317	165	515	456	290	523	544	88
ENSG00000185862.7_6	50	53	56	45	31	71	23	129	70
ENSG00000224018.2_8	0	0	0	0	0	0	0	0	0
ENSG00000198189.11_6	210	243	214	393	210	425	276	479	331
ENSG00000251158.1_6	8	2	9	2	3	15	2	2	6
ENSG00000234429.1_2	0	0	0	0	0	0	0	0	0
ENSG00000216169.1	0	0	0	0	0	0	0	0	0
ENSG00000166770.11_6	1169	1495	804	1236	1208	1114	1353	2137	1045
ENSG00000168453.15_6	37	5	0	47	0	0	58	0	0
ENSG00000178913.8_6	978	734	615	1369	726	1207	1144	1425	1177
ENSG00000254736.1_4	0	0	0	0	0	0	0	0	0
ENSG00000229637.4_4	0	0	0	0	0	0	0	0	0
ENSG00000211685.3_3	0	0	0	0	0	0	0	0	0
ENSG00000117594.10_5	16	276	8	66	61	16	128	104	11
ENSG00000277017.1_1	0	0	0	0	0	0	0	0	0
ENSG00000196109.9_7	0	0	0	0	0	3	0	23	0
ENSG00000273451.1_7	0	22	18	12	13	33	4	36	0
ENSG00000158234.12_4	333	239	312	537	187	495	358	450	379
ENSG00000248365.3_3	0	0	0	0	0	0	0	0	0
ENSG00000224384.1_6	0	0	0	0	0	0	0	0	0
ENSG00000226965.2_8	0	12	0	0	0	0	11	34	0
ENSG00000248206.2_8	15	63	8	16	27	0	0	53	0
ENSG00000119917.14_4	3030	21876	1396	4368	75421	2752	2050	93449	1760
ENSG00000249159.6_10	4	4	0	0	0	0	0	0	0
ENSG00000253487.1_2	0	0	0	0	0	0	0	0	0
ENSG00000137252.9_2	0	0	0	0	0	0	0	0	0
ENSG00000181997.8_4	0	0	0	0	0	0	0	0	0
ENSG00000234338.1_5	0	0	0	0	0	0	0	0	0
ENSG00000287517.1_1	0	0	0	0	0	0	0	0	0
ENSG00000229674.2_7	0	0	0	0	0	0	0	0	0
ENSG00000006194.10_5	151	124	67	174	133	192	145	210	92
ENSG00000152779.14_6	0	4	0	0	0	0	0	0	0
ENSG00000100568.11_8	9275	5596	4583	9470	7796	5482	6973	5908	4387
ENSG00000183844.17_6	0	0	0	0	0	0	0	0	0
ENSG00000226881.5_5	0	0	0	0	0	0	0	0	0
ENSG00000113578.18_5	2395	868	689	2784	901	1422	1381	1942	1009
ENSG00000003436.16_7	1689	1737	1186	3352	944	2656	1413	4104	3528
ENSG00000133665.13_6	0	0	0	0	0	0	0	0	0
ENSG00000229014.3_3	0	0	0	3	0	3	0	0	0
ENSG00000266680.1_6	4	0	4	3	3	0	16	12	0
ENSG00000282886.1_6	2	2	0	0	0	0	0	1	0
ENSG00000271347.1	0	0	0	1	0	0	0	0	0
ENSG00000233318.2_5	0	0	0	0	0	0	0	0	0
ENSG00000277867.1_5	0	0	0	0	0	0	0	0	0
ENSG00000198133.8_7	44	50	42	42	64	32	23	81	31
ENSG00000198754.5_4	8	34	9	9	24	31	9	12	18
ENSG00000221429.1	0	0	0	0	0	0	0	0	0
ENSG00000132872.12_6	0	0	0	0	0	0	0	0	0
ENSG00000121388.6_7	0	0	0	0	0	0	0	0	0
ENSG00000240096.1_5	0	0	0	0	0	0	0	4	0
ENSG00000255710.2_6	0	0	0	0	0	0	0	0	0
ENSG00000265892.1	0	0	0	0	0	0	0	0	0
ENSG00000241461.2	0	0	0	0	0	0	0	0	0
ENSG00000217128.12_5	1321	1113	1018	4147	895	2818	1463	5381	1233
ENSG00000064218.5_7	0	0	0	0	0	0	0	0	0
ENSG00000129810.15_8	1073	1098	2075	1931	987	3531	394	3282	2509
ENSG00000163040.14_5	103	74	68	150	67	126	66	219	92
ENSG00000157823.17_6	4017	2151	562	4300	1942	1409	3353	2663	941
ENSG00000241553.12_4	8979	8093	2966	12618	4358	7721	9336	10064	8542
ENSG00000174963.17_6	28	69	67	41	72	13	23	131	45
ENSG00000236175.3_2	0	0	0	0	0	0	0	0	0
ENSG00000111450.14_6	429	408	301	679	192	665	311	803	556
ENSG00000266347.1	0	0	0	0	0	0	0	0	0
ENSG00000003147.19_8	92	179	99	174	102	124	201	191	104
ENSG00000107140.16_4	200	116	119	160	152	122	115	69	83
ENSG00000225002.2_8	0	0	0	0	0	6	0	0	0
ENSG00000057608.17_8	5220	5262	3601	9892	2822	6575	4466	12275	6499
ENSG00000285239.1_4	0	0	0	0	0	0	0	0	0
ENSG00000254878.1_6	0	0	0	0	0	0	0	0	0
ENSG00000258136.2_7	12	0	11	9	19	7	3	22	0
ENSG00000272400.1_5	0	0	0	5	0	0	0	0	0
ENSG00000258949.1_7	0	0	0	0	0	0	0	0	0
ENSG00000138185.20_7	96	134	51	222	88	93	82	190	96
ENSG00000205565.6	8	4	13	7	1	5	2	5	2
ENSG00000225465.6	4	10	12	4	8	7	0	5	0
ENSG00000242175.2	0	0	0	0	0	0	0	0	0
ENSG00000266495.1_8	1	3	0	0	0	1	1	1	2
ENSG00000274315.1_6	0	0	0	3	0	0	0	0	0
ENSG00000173727.12_7	308	165	151	516	263	207	257	305	62
ENSG00000236876.3_4	43	36	23	23	52	36	21	37	31
ENSG00000258690.1_6	0	0	0	0	0	0	0	0	0
ENSG00000178852.16_7	0	7	0	10	0	12	6	0	0
ENSG00000224822.1_7	7	6	0	0	0	0	0	12	0
ENSG00000198918.8_5	2022	1498	1501	1666	1615	1757	1532	1378	2055
ENSG00000248165.1_7	0	0	0	0	0	0	0	0	0
ENSG00000225739.1_4	2	8	4	6	2	0	0	2	4
ENSG00000185031.6_5	0	0	0	0	0	0	0	0	0
ENSG00000217716.3_3	25	22	24	20	22	23	23	24	32
ENSG00000271739.1	0	0	0	0	0	0	0	0	0
ENSG00000202027.1	0	0	0	0	0	0	0	0	0
ENSG00000241105.1_5	0	0	0	0	0	0	0	3	0
ENSG00000266152.1	0	0	0	0	0	0	0	0	0
ENSG00000239061.1	0	0	0	0	0	0	0	0	0
ENSG00000234445.1_6	0	0	0	0	0	0	0	0	0
ENSG00000234344.1	0	0	0	0	0	0	0	0	0
ENSG00000101138.12_5	1840	1642	1362	2410	1111	2599	1632	2607	2085
ENSG00000199636.1	0	0	0	0	0	0	0	0	0
ENSG00000247271.7_7	171	222	123	158	70	181	212	211	120
ENSG00000186306.1_4	0	0	0	0	0	0	0	0	0
ENSG00000274031.1_6	4	0	0	0	0	0	0	0	0
ENSG00000260316.2_9	8	0	0	0	0	8	7	0	5
ENSG00000231136.1_5	0	0	0	0	0	0	0	0	0
ENSG00000197067.6_5	0	0	0	0	0	0	0	0	0
ENSG00000207619.1	0	0	0	0	0	0	0	0	0
ENSG00000252449.1	0	0	0	0	0	0	0	0	0
ENSG00000229829.1_4	0	0	0	0	0	0	0	0	0
ENSG00000260393.1_8	0	0	0	0	0	0	0	0	0
ENSG00000151413.17_5	262	357	183	513	133	322	176	385	366
ENSG00000236162.1_6	0	0	0	0	0	0	0	0	0
ENSG00000270209.1_5	0	0	0	0	0	0	0	0	0
ENSG00000234888.1_5	0	0	0	0	0	0	0	0	0
ENSG00000267855.6_6	2904	2577	1346	2166	2381	1708	2173	2092	1782
ENSG00000101278.6_5	2	0	0	0	0	1	0	0	0
ENSG00000258342.2_9	0	0	0	0	0	0	0	0	0
ENSG00000089050.16_6	206	208	101	235	136	150	178	261	139
ENSG00000200742.1	3	0	0	0	0	0	0	0	0
ENSG00000188408.5_5	0	0	0	0	0	0	0	0	0
ENSG00000067606.17_6	240	132	59	257	122	135	134	110	81
ENSG00000179151.13_8	961	501	638	811	451	860	858	496	668
ENSG00000213839.4_5	73	99	44	45	44	72	57	51	52
ENSG00000255134.1_2	0	0	0	0	0	0	0	0	0
ENSG00000238891.1	0	0	0	0	0	5	0	0	0
ENSG00000141664.10_6	33	50	28	105	91	41	64	162	38
ENSG00000283426.1_5	0	0	0	0	0	0	0	0	0
ENSG00000182544.9_5	792	499	415	653	316	611	642	615	453
ENSG00000185379.20_8	302	250	247	336	160	338	165	211	440
ENSG00000163596.16_5	223	103	132	466	98	168	169	318	135
ENSG00000236060.2_4	2	0	2	3	5	2	7	3	3
ENSG00000261444.1_6	0	0	0	0	0	0	0	0	0
ENSG00000270021.1_7	4	0	0	0	0	0	0	5	0
ENSG00000272087.1_6	0	0	0	0	0	0	0	0	0
ENSG00000267343.2_5	0	1	0	0	0	1	0	1	0
ENSG00000266811.1	0	0	0	0	0	0	0	0	0
ENSG00000138092.11_5	1005	520	712	734	212	1252	275	730	1574
ENSG00000227191.8_5	0	0	0	0	0	0	0	0	0
ENSG00000198774.5_6	48	11	4	120	22	10	20	28	14
ENSG00000277174.1_6	0	0	0	0	0	0	0	0	0
ENSG00000108559.12_6	1321	1235	1296	1623	952	1984	1063	1380	1964
ENSG00000259476.1_7	0	0	0	0	0	0	0	0	0
ENSG00000104885.18_4	91	29	24	64	15	46	53	0	61
ENSG00000241992.2	0	0	0	0	0	0	0	0	0
ENSG00000213416.4_4	14	0	0	8	0	0	0	4	0
ENSG00000207733.1	0	0	0	0	0	0	0	0	0
ENSG00000250749.1_5	0	0	0	0	0	0	0	0	0
ENSG00000254166.3_8	0	4	0	2	0	0	12	0	4
ENSG00000265812.1	0	0	0	0	0	0	0	0	0
ENSG00000176927.15_6	10	18	15	44	13	15	11	35	8
ENSG00000188038.8_7	0	0	0	0	0	0	0	0	0
ENSG00000240388.2_6	0	0	0	0	0	0	0	0	0
ENSG00000221717.1	0	0	0	0	0	0	0	0	0
ENSG00000235803.1_5	0	0	0	0	0	0	0	0	0
ENSG00000175970.11_5	301	215	109	294	132	324	209	440	204
ENSG00000226721.2_5	0	0	0	0	0	0	0	0	0
ENSG00000232229.6_6	0	0	0	0	0	0	0	0	0
ENSG00000249156.2_6	0	0	0	0	6	0	0	0	0
ENSG00000203909.4_5	0	0	0	0	0	0	0	0	0
ENSG00000165487.14_5	4	21	10	91	14	58	26	90	34
ENSG00000277519.1_5	0	0	0	0	0	0	0	0	0
ENSG00000169914.6_4	134	100	47	251	50	114	108	159	67
ENSG00000259928.1_6	0	0	0	0	0	0	0	0	0
ENSG00000284640.1_5	0	0	0	0	0	0	0	0	0
ENSG00000254499.1_7	0	0	0	0	0	0	0	0	0
ENSG00000205669.4_6	0	0	0	14	0	0	6	0	0
ENSG00000130414.12_8	8223	4980	4467	8880	3299	6511	7081	4694	6688
ENSG00000222069.1	0	0	0	0	0	0	0	0	0
ENSG00000269416.6_7	0	12	0	4	0	26	0	9	5
ENSG00000242423.2_5	0	0	0	0	0	0	0	0	0
ENSG00000172116.23_7	0	0	0	0	0	0	0	0	0
ENSG00000273876.1_6	0	0	0	0	0	0	0	0	0
ENSG00000259868.3_7	0	0	0	0	0	0	0	0	0
ENSG00000213352.3_2	0	0	0	8	0	0	0	0	0
ENSG00000155875.15_8	19	12	4	52	21	11	43	26	4
ENSG00000133028.12_6	379	410	126	631	264	227	278	602	291
ENSG00000279205.1_5	0	0	0	14	0	0	0	0	0
ENSG00000005379.17_8	0	0	0	0	0	0	0	0	8
ENSG00000225230.1_7	0	0	0	0	0	0	0	0	0
ENSG00000221628.1	0	0	0	0	0	0	0	0	0
ENSG00000264918.1	1	0	0	0	0	0	0	0	0
ENSG00000236376.1_6	0	0	0	0	0	0	0	0	0
ENSG00000249287.1_7	0	0	0	0	0	0	0	0	0
ENSG00000241870.1_5	0	0	0	0	0	0	0	0	0
ENSG00000266050.3_6	0	0	2	0	0	4	0	1	5
ENSG00000212135.1	0	0	1	0	0	3	0	0	1
ENSG00000182631.7_5	0	0	0	0	0	0	0	0	0
ENSG00000278129.2_5	19	45	0	121	17	33	44	42	18
ENSG00000180233.11_5	6	3	0	23	14	36	31	24	3
ENSG00000242510.1_4	0	0	0	0	0	2	0	0	0
ENSG00000270965.1_4	0	0	0	0	0	0	0	0	0
ENSG00000117519.16_5	2926	2503	1162	3738	2133	1895	2514	3918	2649
ENSG00000232160.7_7	19	13	5	26	0	16	37	20	11
ENSG00000237227.1_6	0	0	0	0	0	0	0	0	0
ENSG00000225069.3_5	0	0	0	0	0	0	0	0	0
ENSG00000229151.2_8	0	0	0	0	0	0	0	0	0
ENSG00000285783.1_4	0	0	0	0	0	1	0	1	0
ENSG00000115364.14_7	1299	1455	1464	2054	641	2575	1021	1855	2166
ENSG00000083937.9_4	1000	1229	1371	1943	929	1839	780	2318	1308
ENSG00000249255.1_4	0	0	0	0	0	3	6	0	0
ENSG00000240625.2	0	0	0	0	0	0	0	0	0
ENSG00000255127.3_6	0	0	0	0	0	0	0	0	0
ENSG00000248880.1_5	0	0	0	0	0	0	0	0	0
ENSG00000065802.12_4	1297	570	301	1338	532	643	793	1027	564
ENSG00000279406.1_5	13	32	38	28	24	34	3	46	30
ENSG00000258235.1_7	0	0	0	0	0	0	0	0	0
ENSG00000207961.1	0	0	0	0	0	0	0	0	0
ENSG00000108179.14_4	689	751	653	564	700	661	537	925	788
ENSG00000274460.1_6	0	0	0	0	0	0	0	0	0
ENSG00000251051.1_4	0	0	0	0	0	0	0	0	0
ENSG00000251032.1_5	0	0	0	0	0	0	0	0	0
ENSG00000230393.1_6	0	0	0	4	0	0	0	12	0
ENSG00000287479.1_3	0	0	0	0	0	0	0	0	0
ENSG00000264058.2_11	32	0	0	0	0	23	0	0	0
ENSG00000147262.4_4	0	0	0	0	0	0	0	0	0
ENSG00000216368.2_6	0	0	0	0	0	0	0	0	0
ENSG00000211801.3_4	0	0	0	0	0	0	0	0	0
ENSG00000255369.1_5	0	0	0	0	0	0	0	0	0
ENSG00000248466.1_5	0	0	0	0	0	0	0	0	0
ENSG00000152952.12_7	256	387	215	377	246	541	173	959	298
ENSG00000232810.4_4	0	4	4	4	0	0	0	0	0
ENSG00000285486.1_4	0	0	0	0	0	0	0	0	0
ENSG00000106266.11_6	2968	1170	1228	2334	1191	1762	1946	1068	1705
ENSG00000261325.1_6	0	0	11	0	0	0	0	4	0
ENSG00000065883.16_6	247	193	125	437	199	206	194	361	156
ENSG00000268869.6_5	0	0	0	0	0	0	0	0	0
ENSG00000260907.1_6	0	11	0	0	0	0	0	7	0
ENSG00000286160.2_2	0	0	0	0	0	0	0	0	0
ENSG00000135124.14_4	912	2131	1121	733	1920	1456	694	1707	1146
ENSG00000234016.1_4	0	0	0	0	0	0	0	0	0
ENSG00000199015.2	0	0	0	2	1	0	0	0	2
ENSG00000100325.15_7	1203	760	374	1147	696	790	1112	753	726
ENSG00000272720.1_6	88	68	8	246	111	4	158	153	15
ENSG00000234378.1_9	0	0	4	0	0	0	0	0	0
ENSG00000255070.1_4	0	0	0	0	0	0	0	0	0
ENSG00000228414.7_7	6	0	0	0	0	0	0	0	0
ENSG00000202195.1	0	0	0	0	0	0	0	0	0
ENSG00000124140.14_7	4	0	3	0	0	0	0	0	0
ENSG00000139437.18_5	408	319	368	445	171	555	255	465	436
ENSG00000152223.15_9	1490	980	626	2732	747	1398	1068	2162	523
ENSG00000225349.2_7	8	5	0	5	3	0	0	10	0
ENSG00000128917.8_5	0	0	0	0	0	0	0	0	0
ENSG00000221398.1	0	0	0	0	0	0	0	0	0
ENSG00000221795.1	0	0	0	0	0	0	0	0	0
ENSG00000270469.1_5	3	3	2	0	7	3	0	0	0
ENSG00000077264.15_6	55	40	0	101	27	11	27	131	8
ENSG00000267339.7_7	14	6	0	38	12	0	10	18	0
ENSG00000256862.3_7	0	5	0	0	0	0	0	0	0
ENSG00000198846.6_6	69	18	15	88	0	36	8	11	39
ENSG00000226241.2_6	0	0	0	0	0	0	0	0	0
ENSG00000198488.10_7	0	0	0	0	0	4	0	0	0
ENSG00000176302.13_6	0	0	0	0	5	0	0	0	0
ENSG00000206474.8_4	0	0	0	0	0	0	0	0	0
ENSG00000099625.13_6	0	0	0	5	0	0	0	0	0
ENSG00000159763.4_4	0	0	0	0	0	0	0	0	0
ENSG00000108344.15_4	255	101	57	178	136	65	130	100	93
ENSG00000253171.1_6	0	0	0	0	0	0	0	0	0
ENSG00000224657.9_4	0	0	0	0	0	0	0	0	0
ENSG00000224800.1_4	0	0	0	2	0	0	0	5	0
ENSG00000109971.14_9	66507	73908	63520	74277	51681	74422	61609	66041	87042
ENSG00000187736.12_5	284	169	146	0	22	245	172	152	318
ENSG00000232227.5_7	0	0	0	0	0	0	0	0	0
ENSG00000220563.1_5	0	0	0	3	0	6	0	0	10
ENSG00000124507.11_4	0	0	0	0	0	0	0	0	0
ENSG00000221210.1	0	0	0	0	0	0	0	0	0
ENSG00000273899.5_5	3083	2713	2361	3344	1421	3745	2081	2568	4820
ENSG00000197704.7	3	0	0	3	0	0	0	0	0
ENSG00000253385.1_6	0	0	0	0	0	0	0	0	0
ENSG00000260618.1_6	0	0	0	0	0	0	0	0	0
ENSG00000169139.12_6	2967	4638	3647	7027	1970	7961	2600	9928	5771
ENSG00000225476.1_7	0	0	0	0	0	0	0	0	0
ENSG00000236391.3_4	0	0	0	0	0	0	0	0	0
ENSG00000171608.16_4	115	80	77	88	72	142	104	123	67
ENSG00000283737.1_4	0	0	2	0	0	0	0	0	0
ENSG00000227923.1_5	0	0	0	0	0	0	0	0	0
ENSG00000162552.15_5	4	4	4	0	0	0	0	0	0
ENSG00000100593.18_6	0	6	0	0	0	0	0	0	0
ENSG00000212226.1	0	0	0	0	0	0	0	0	0
ENSG00000258101.2_8	36	15	50	52	18	89	33	42	75
ENSG00000261679.2_6	0	0	0	0	0	0	0	0	0
ENSG00000260577.2_9	0	0	0	0	0	0	0	0	0
ENSG00000223655.1_4	0	0	0	0	0	0	0	0	0
ENSG00000252018.1	0	0	0	0	0	0	0	0	0
ENSG00000265042.1	0	0	0	0	0	0	0	0	0
ENSG00000238046.1_4	0	0	0	0	0	0	0	0	0
ENSG00000274767.1_7	0	0	0	0	0	0	0	0	0
ENSG00000123405.14_5	26	4	17	11	5	8	8	41	5
ENSG00000252105.1	0	0	0	0	0	0	0	0	0
ENSG00000263555.1	0	0	0	0	0	0	0	0	0
ENSG00000276519.1_6	0	0	0	0	0	0	0	0	0
ENSG00000143093.15_5	443	331	152	597	213	438	391	399	236
ENSG00000212769.5_5	0	0	0	0	0	0	0	0	0
ENSG00000274471.2_7	10	4	5	11	0	12	12	17	5
ENSG00000284726.1_5	0	15	0	0	0	0	0	0	4
ENSG00000116120.11_6	3927	3783	3057	5786	1512	4543	2880	3499	6561
ENSG00000287305.1_3	0	0	0	0	0	0	0	3	0
ENSG00000201830.1	0	0	0	0	0	0	0	0	0
ENSG00000233616.2_9	0	0	0	0	0	0	0	0	0
ENSG00000233358.2_8	0	0	0	0	0	0	0	0	0
ENSG00000154016.13_4	0	0	0	5	0	0	0	0	0
ENSG00000202388.1	0	0	0	0	0	0	0	0	0
ENSG00000286063.1_3	0	0	0	0	0	0	0	0	0
ENSG00000171100.15_7	123	50	42	71	43	114	85	121	52
ENSG00000244237.1_6	0	0	0	0	0	0	0	0	0
ENSG00000261285.7_8	0	0	0	0	0	0	0	0	0
ENSG00000272278.1	0	0	0	0	0	0	0	0	0
ENSG00000259822.2_6	0	0	0	0	0	0	0	0	0
ENSG00000215131.11_6	0	0	0	0	0	0	0	0	0
ENSG00000070814.22_9	761	658	595	752	573	1025	336	777	1033
ENSG00000153790.12_6	0	3	11	9	12	8	0	31	25
ENSG00000273274.2_5	8	0	0	9	0	16	0	7	0
ENSG00000241106.8_7	0	0	0	0	0	4	9	0	0
ENSG00000100767.17_6	56	30	16	32	15	18	34	31	40
ENSG00000272533.1	4	0	0	0	0	5	2	0	0
ENSG00000258444.1_6	0	0	0	0	0	0	0	0	0
ENSG00000209482.1	6	0	6	3	0	2	5	0	2
ENSG00000168374.11_6	35033	48542	36462	48139	32907	53082	30072	57356	51832
ENSG00000276475.1_5	0	0	0	0	0	0	0	0	0
ENSG00000130227.17_5	525	305	392	672	205	519	347	556	269
ENSG00000230086.1_2	0	0	0	0	0	0	0	0	0
ENSG00000286812.1_2	0	0	0	0	0	0	0	0	0
ENSG00000235470.5_7	0	0	0	0	0	0	0	0	0
ENSG00000257731.2_6	0	3	0	0	0	0	2	0	0
ENSG00000276292.1_6	0	0	0	0	0	0	0	0	0
ENSG00000243521.2_3	0	0	0	0	0	0	0	0	0
ENSG00000265991.1	0	0	0	0	0	1	1	0	0
ENSG00000255482.1_6	0	0	0	0	0	0	0	0	0
ENSG00000250510.8_5	15	0	0	8	0	17	11	0	0
ENSG00000162482.5_5	0	14	10	21	0	8	0	0	19
ENSG00000212094.2	0	0	0	0	0	0	0	0	0
ENSG00000234694.1_7	0	0	0	16	0	12	0	0	0
ENSG00000278952.1_5	0	5	0	0	0	0	0	0	0
ENSG00000229022.1_5	0	3	0	2	0	0	0	0	0
ENSG00000202215.1	0	0	0	0	0	0	0	0	0
ENSG00000219073.8_5	0	0	0	0	0	0	0	0	0
ENSG00000157350.13_6	261	322	327	551	320	677	181	994	508
ENSG00000104679.11_9	1619	1038	1387	1730	786	1634	1494	684	2077
ENSG00000125650.4_4	59	59	41	39	22	97	41	63	64
ENSG00000155087.4_4	0	0	0	0	0	0	0	0	0
ENSG00000272024.1_6	0	0	0	0	0	11	0	0	0
ENSG00000135549.10	11	0	14	39	4	8	0	4	4
ENSG00000132305.20_4	1875	1939	1570	2893	1083	2435	1578	2710	2133
ENSG00000236151.1_7	0	0	0	0	0	0	0	0	0
ENSG00000279264.1_6	0	0	0	0	0	0	0	0	0
ENSG00000242578.1_6	0	0	0	0	0	3	0	0	0
ENSG00000248677.2_7	0	6	4	0	3	0	3	12	5
ENSG00000222385.1	0	0	0	0	0	0	0	0	0
ENSG00000204334.7_2	0	0	0	0	0	4	0	0	0
ENSG00000234311.1_7	16	0	4	8	0	0	0	6	0
ENSG00000228741.2_8	0	0	0	0	9	0	0	3	0
ENSG00000270111.3_9	0	0	0	0	0	0	0	0	0
ENSG00000232834.1_5	0	0	0	0	0	0	0	0	0
ENSG00000170152.5_7	0	0	0	0	0	2	0	0	0
ENSG00000242580.1_5	0	0	0	0	0	0	0	0	0
ENSG00000204164.6	126	72	56	156	22	67	90	78	56
ENSG00000177519.4_5	0	0	0	0	0	0	0	0	0
ENSG00000136631.15_9	1464	917	764	2437	702	1180	1211	1898	847
ENSG00000222399.1	0	0	0	0	0	0	0	0	0
ENSG00000252636.1	0	0	0	0	0	0	0	0	0
ENSG00000235146.2_6	0	0	0	0	0	0	0	0	0
ENSG00000231620.1_6	0	0	0	0	0	0	0	0	0
ENSG00000114638.8_6	16	7	0	18	0	0	7	24	15
ENSG00000122483.17_6	152	101	263	357	115	323	105	206	155
ENSG00000165028.12_4	33	9	0	46	8	16	26	54	0
ENSG00000224987.1_6	0	2	0	0	0	0	0	0	0
ENSG00000143443.10_4	385	312	255	523	222	368	331	840	264
ENSG00000270460.1_7	0	0	0	0	0	0	0	0	0
ENSG00000233522.1_5	0	0	0	0	0	0	0	0	0
